"Population by Educational Attainment","Number"
"Beginners",""
"Female","342"
"Male","391"
"Graduate and Equivalent",""
"Female","418"
"Male","704"
"Intermediate and Equivalent",""
"Female","636"
"Male","1249"
"Level not Stated",""
"Female","59"
"Male","60"
"Lower Secondary (Class 6-8)",""
"Female","1799"
"Male","3266"
"Non Formal Education",""
"Female","107"
"Male","144"
"Others",""
"Female","15"
"Male","15"
"Post Graduate Equivalent and Above",""
"Female","87"
"Male","194"
"Primary Education (1-5 Class)",""
"Female","5930"
"Male","7552"
"Secondary Level (Class 9-10)",""
"Female","790"
"Male","1924"
"SLC and Equivalent",""
"Female","475"
"Male","919"
