"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","443"
"Male","477"
"Bangali",""
"Female","157"
"Male","162"
"Baraee",""
"Female","326"
"Male","364"
"Brahman - Hill",""
"Female","1255"
"Male","1378"
"Brahman - Tarai",""
"Female","907"
"Male","941"
"Chamar/ Harijan/ Ram",""
"Female","1935"
"Male","2274"
"Chhetri",""
"Female","316"
"Male","357"
"Dalit Others",""
"Female","28"
"Male","30"
"Damai/Dholi",""
"Female","33"
"Male","31"
"Dhankar/ Dharikar",""
"Female","17"
"Male","21"
"Dhobi",""
"Female","430"
"Male","479"
"Dhunia",""
"Female","107"
"Male","110"
"Dom",""
"Female","15"
"Male","12"
"Dusadh/ Pasawan/ Pasi",""
"Female","1480"
"Male","1569"
"Foreigner",""
"Female","29"
"Male","27"
"Gaderi/Bhedihar",""
"Female","183"
"Male","191"
"Hajam/Thakur",""
"Female","397"
"Male","426"
"Halwai",""
"Female","168"
"Male","188"
"Jhangad/ Dhagar",""
"Female","6"
"Male","12"
"Kahar",""
"Female","1218"
"Male","1320"
"Kalwar",""
"Female","400"
"Male","435"
"Kami",""
"Female","102"
"Male","103"
"Kathabaniyan",""
"Female","1225"
"Male","1319"
"Kayastha",""
"Female","232"
"Male","265"
"Kewat",""
"Female","663"
"Male","747"
"Koiri/Kushwaha",""
"Female","62"
"Male","58"
"Kori",""
"Female","429"
"Male","503"
"Kumal",""
"Female","4"
"Male","8"
"Kumhar",""
"Female","50"
"Male","49"
"Kurmi",""
"Female","2206"
"Male","2227"
"Lohar",""
"Female","306"
"Male","343"
"Magar",""
"Female","85"
"Male","80"
"Mali",""
"Female","90"
"Male","76"
"Mallaha",""
"Female","8"
"Male","9"
"Marwadi",""
"Female","455"
"Male","523"
"Musalman",""
"Female","8461"
"Male","8696"
"Natuwa",""
"Female","23"
"Male","23"
"Newar",""
"Female","77"
"Male","75"
"Others",""
"Female","30"
"Male","18"
"Pattharkatta/ Kushwadiya",""
"Female","72"
"Male","64"
"Punjabi/Sikh",""
"Female","10"
"Male","9"
"Rai",""
"Female","13"
"Male","13"
"Raji",""
"Female","9"
"Male","8"
"Rajput",""
"Female","19"
"Male","17"
"Sanyasi/Dasnami",""
"Female","129"
"Male","139"
"Sonar",""
"Female","69"
"Male","76"
"Tamang",""
"Female","7"
"Male","8"
"Teli",""
"Female","1003"
"Male","1037"
"Terai Others",""
"Female","311"
"Male","354"
"Thakali",""
"Female","7"
"Male","11"
"Thakuri",""
"Female","55"
"Male","64"
"Tharu",""
"Female","109"
"Male","99"
"Undefined Others",""
"Female","7"
"Male","4"
"Yadav",""
"Female","3883"
"Male","4470"
