"Population by Single Year of Age","Number"
"0",""
"Female","407"
"Male","401"
"1",""
"Female","301"
"Male","304"
"10",""
"Female","674"
"Male","725"
"11",""
"Female","320"
"Male","290"
"12",""
"Female","525"
"Male","584"
"13",""
"Female","335"
"Male","341"
"14",""
"Female","442"
"Male","409"
"15",""
"Female","384"
"Male","427"
"16",""
"Female","491"
"Male","499"
"17",""
"Female","257"
"Male","312"
"18",""
"Female","569"
"Male","565"
"19",""
"Female","190"
"Male","217"
"2",""
"Female","460"
"Male","464"
"20",""
"Female","549"
"Male","557"
"21",""
"Female","205"
"Male","191"
"22",""
"Female","386"
"Male","373"
"23",""
"Female","254"
"Male","231"
"24",""
"Female","282"
"Male","267"
"25",""
"Female","579"
"Male","522"
"26",""
"Female","277"
"Male","263"
"27",""
"Female","194"
"Male","201"
"28",""
"Female","525"
"Male","399"
"29",""
"Female","91"
"Male","96"
"3",""
"Female","599"
"Male","592"
"30",""
"Female","649"
"Male","720"
"31",""
"Female","64"
"Male","84"
"32",""
"Female","289"
"Male","311"
"33",""
"Female","166"
"Male","128"
"34",""
"Female","135"
"Male","89"
"35",""
"Female","506"
"Male","698"
"36",""
"Female","168"
"Male","139"
"37",""
"Female","90"
"Male","91"
"38",""
"Female","333"
"Male","244"
"39",""
"Female","49"
"Male","48"
"4",""
"Female","525"
"Male","559"
"40",""
"Female","566"
"Male","616"
"41",""
"Female","66"
"Male","46"
"42",""
"Female","179"
"Male","190"
"43",""
"Female","106"
"Male","78"
"44",""
"Female","74"
"Male","72"
"45",""
"Female","402"
"Male","547"
"46",""
"Female","97"
"Male","76"
"47",""
"Female","54"
"Male","59"
"48",""
"Female","179"
"Male","153"
"49",""
"Female","33"
"Male","41"
"5",""
"Female","639"
"Male","710"
"50",""
"Female","350"
"Male","467"
"51",""
"Female","43"
"Male","37"
"52",""
"Female","94"
"Male","99"
"53",""
"Female","64"
"Male","45"
"54",""
"Female","53"
"Male","47"
"55",""
"Female","244"
"Male","335"
"56",""
"Female","52"
"Male","63"
"57",""
"Female","42"
"Male","54"
"58",""
"Female","144"
"Male","77"
"59",""
"Female","32"
"Male","52"
"6",""
"Female","572"
"Male","548"
"60",""
"Female","288"
"Male","345"
"61",""
"Female","34"
"Male","31"
"62",""
"Female","56"
"Male","66"
"63",""
"Female","46"
"Male","34"
"64",""
"Female","22"
"Male","25"
"65",""
"Female","221"
"Male","246"
"66",""
"Female","34"
"Male","29"
"67",""
"Female","27"
"Male","25"
"68",""
"Female","55"
"Male","59"
"69",""
"Female","11"
"Male","17"
"7",""
"Female","463"
"Male","488"
"70",""
"Female","160"
"Male","181"
"71",""
"Female","11"
"Male","9"
"72",""
"Female","36"
"Male","40"
"73",""
"Female","16"
"Male","9"
"74",""
"Female","8"
"Male","9"
"75",""
"Female","79"
"Male","70"
"76",""
"Female","10"
"Male","8"
"77",""
"Female","12"
"Male","8"
"78",""
"Female","8"
"Male","17"
"79",""
"Female","3"
"Male","4"
"8",""
"Female","655"
"Male","647"
"80",""
"Female","37"
"Male","40"
"81",""
"Female","1"
"Male","5"
"82",""
"Female","8"
"Male","3"
"83",""
"Female","5"
"Male","0"
"84",""
"Female","4"
"Male","4"
"85",""
"Female","53"
"Male","30"
"9",""
"Female","329"
"Male","358"
