"Population by Educational Attainment","Number"
"Beginners",""
"Female","305"
"Male","369"
"Graduate and Equivalent",""
"Female","60"
"Male","163"
"Intermediate and Equivalent",""
"Female","251"
"Male","419"
"Level not Stated",""
"Female","54"
"Male","85"
"Lower Secondary (Class 6-8)",""
"Female","1328"
"Male","2453"
"Non Formal Education",""
"Female","102"
"Male","159"
"Others",""
"Female","6"
"Male","8"
"Post Graduate Equivalent and Above",""
"Female","9"
"Male","34"
"Primary Education (1-5 Class)",""
"Female","3552"
"Male","4827"
"Secondary Level (Class 9-10)",""
"Female","588"
"Male","1102"
"SLC and Equivalent",""
"Female","397"
"Male","664"
