"Population by Educational Attainment","Number"
"Beginners",""
"Female","319"
"Male","371"
"Graduate and Equivalent",""
"Female","139"
"Male","267"
"Intermediate and Equivalent",""
"Female","478"
"Male","645"
"Level not Stated",""
"Female","152"
"Male","201"
"Lower Secondary (Class 6-8)",""
"Female","2455"
"Male","2548"
"Non Formal Education",""
"Female","693"
"Male","972"
"Others",""
"Female","4"
"Male","11"
"Post Graduate Equivalent and Above",""
"Female","20"
"Male","48"
"Primary Education (1-5 Class)",""
"Female","4510"
"Male","5104"
"Secondary Level (Class 9-10)",""
"Female","1282"
"Male","1456"
"SLC and Equivalent",""
"Female","831"
"Male","1243"
