"Population by Educational Attainment","Number"
"Beginners",""
"Female","237"
"Male","233"
"","470"
"Graduate and Equivalent",""
"Female","8"
"Male","34"
"","42"
"Intermediate and Equivalent",""
"Female","45"
"Male","73"
"","118"
"Level not Stated",""
"Female","8"
"Male","8"
"","16"
"Lower Secondary (Class 6-8)",""
"Female","736"
"Male","761"
"","1497"
"Non Formal Education",""
"Female","479"
"Male","298"
"","777"
"Others",""
"Female","1"
"Male","3"
"","4"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","9"
"","11"
"Primary Education (1-5 Class)",""
"Female","2099"
"Male","2115"
"","4214"
"Secondary Level (Class 9-10)",""
"Female","265"
"Male","286"
"","551"
"SLC and Equivalent",""
"Female","193"
"Male","247"
"","440"
