"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","24"
"Male","19"
"Brahman - Hill",""
"Female","571"
"Male","488"
"Chhetri",""
"Female","1716"
"Male","1451"
"Dalit Others",""
"Female","122"
"Male","94"
"Damai/Dholi",""
"Female","296"
"Male","233"
"Kami",""
"Female","472"
"Male","407"
"Kayastha",""
"Female","12"
"Male","15"
"Koiri/Kushwaha",""
"Female","10"
"Male","10"
"Kumal",""
"Female","5"
"Male","9"
"Lohar",""
"Female","7"
"Male","4"
"Magar",""
"Female","25"
"Male","19"
"Musalman",""
"Female","192"
"Male","178"
"Newar",""
"Female","27"
"Male","31"
"Others",""
"Female","38"
"Male","23"
"Sarki",""
"Female","59"
"Male","40"
"Sonar",""
"Female","22"
"Male","19"
"Teli",""
"Female","13"
"Male","13"
"Thakuri",""
"Female","300"
"Male","256"
"Tharu",""
"Female","14714"
"Male","14525"
