"Population by Educational Attainment","Number"
"Beginners",""
"Female","106"
"Male","151"
"","257"
"Graduate and Equivalent",""
"Female","3"
"Male","71"
"","74"
"Intermediate and Equivalent",""
"Female","29"
"Male","202"
"","231"
"Level not Stated",""
"Female","24"
"Male","28"
"","52"
"Lower Secondary (Class 6-8)",""
"Female","439"
"Male","1260"
"","1699"
"Non Formal Education",""
"Female","2"
"Male","10"
"","12"
"Others",""
"Female","0"
"Male","1"
"","1"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","20"
"","22"
"Primary Education (1-5 Class)",""
"Female","2071"
"Male","2854"
"","4925"
"Secondary Level (Class 9-10)",""
"Female","126"
"Male","496"
"","622"
"SLC and Equivalent",""
"Female","78"
"Male","367"
"","445"
