"Population by Mother tongue","Number"
"Bahing",""
"Female","11"
"Male","9"
"Bantawa",""
"Female","837"
"Male","712"
"Bhojpuri",""
"Female","8"
"Male","7"
"Bhujel",""
"Female","38"
"Male","29"
"Chamling",""
"Female","424"
"Male","362"
"Doteli",""
"Female","9"
"Male","2"
"Dumi",""
"Female","114"
"Male","87"
"Gurung",""
"Female","43"
"Male","31"
"Hindi",""
"Female","25"
"Male","23"
"Khaling",""
"Female","6"
"Male","7"
"Koyee",""
"Female","77"
"Male","66"
"Kulung",""
"Female","16"
"Male","12"
"Limbu",""
"Female","3313"
"Male","2735"
"Magar",""
"Female","2489"
"Male","1977"
"Maithili",""
"Female","105"
"Male","113"
"Majhi",""
"Female","57"
"Male","49"
"Nachhiring",""
"Female","24"
"Male","19"
"Nepali",""
"Female","6596"
"Male","5271"
"Newar",""
"Female","474"
"Male","397"
"Not Reported",""
"Female","44"
"Male","37"
"Others",""
"Female","35"
"Male","33"
"Puma",""
"Female","5"
"Male","6"
"Rai",""
"Female","1435"
"Male","1161"
"Rajbanshi",""
"Female","11"
"Male","13"
"Sampang",""
"Female","318"
"Male","235"
"Sherpa",""
"Female","8"
"Male","12"
"Sign Language",""
"Female","8"
"Male","11"
"Sunuwar",""
"Female","7"
"Male","5"
"Tamang",""
"Female","1005"
"Male","779"
"Tharu",""
"Female","27"
"Male","25"
"Thulung",""
"Female","70"
"Male","57"
"Urdu",""
"Female","30"
"Male","48"
"Yakkha",""
"Female","25"
"Male","16"
"Yamphu/Yamphe",""
"Female","9"
"Male","4"
