"Population by Educational Attainment","Number"
"Beginners",""
"Female","2108"
"Male","2365"
"","4473"
"Graduate and Equivalent",""
"Female","456"
"Male","1049"
"","1505"
"Intermediate and Equivalent",""
"Female","2418"
"Male","2537"
"","4955"
"Level not Stated",""
"Female","157"
"Male","159"
"","316"
"Lower Secondary (Class 6-8)",""
"Female","13131"
"Male","12092"
"","25223"
"Non Formal Education",""
"Female","3641"
"Male","2570"
"","6211"
"Others",""
"Female","37"
"Male","36"
"","73"
"Post Graduate Equivalent and Above",""
"Female","86"
"Male","384"
"","470"
"Primary Education (1-5 Class)",""
"Female","21732"
"Male","22005"
"","43737"
"Secondary Level (Class 9-10)",""
"Female","5777"
"Male","6164"
"","11941"
"SLC and Equivalent",""
"Female","4763"
"Male","5481"
"","10244"
