"Population by Caste Ethinicity","Number"
"Badi",""
"Female","10"
"Male","6"
"","16"
"Brahman - Hill",""
"Female","804"
"Male","758"
"","1562"
"Chhetri",""
"Female","5465"
"Male","4627"
"","10092"
"Damai/Dholi",""
"Female","502"
"Male","385"
"","887"
"Gharti/Bhujel",""
"Female","228"
"Male","188"
"","416"
"Gurung",""
"Female","552"
"Male","503"
"","1055"
"Kami",""
"Female","821"
"Male","669"
"","1490"
"Limbu",""
"Female","412"
"Male","335"
"","747"
"Magar",""
"Female","1460"
"Male","1219"
"","2679"
"Majhi",""
"Female","137"
"Male","121"
"","258"
"Newar",""
"Female","900"
"Male","734"
"","1634"
"Others",""
"Female","43"
"Male","40"
"","83"
"Rai",""
"Female","221"
"Male","181"
"","402"
"Sanyasi/Dasnami",""
"Female","148"
"Male","135"
"","283"
"Sarki",""
"Female","255"
"Male","209"
"","464"
"Sherpa",""
"Female","9"
"Male","10"
"","19"
"Tamang",""
"Female","590"
"Male","459"
"","1049"
"Teli",""
"Female","17"
"Male","19"
"","36"
"Thakuri",""
"Female","28"
"Male","29"
"","57"
"Tharu",""
"Female","7"
"Male","9"
"","16"
"Yakkha",""
"Female","854"
"Male","701"
"","1555"
