"Population by Educational Attainment","Number"
"Beginners",""
"Female","232"
"Male","264"
"","496"
"Graduate and Equivalent",""
"Female","36"
"Male","125"
"","161"
"Intermediate and Equivalent",""
"Female","186"
"Male","288"
"","474"
"Level not Stated",""
"Female","4"
"Male","4"
"","8"
"Lower Secondary (Class 6-8)",""
"Female","1910"
"Male","1826"
"","3736"
"Non Formal Education",""
"Female","606"
"Male","584"
"","1190"
"Others",""
"Female","3"
"Male","10"
"","13"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","37"
"","42"
"Primary Education (1-5 Class)",""
"Female","3257"
"Male","3290"
"","6547"
"Secondary Level (Class 9-10)",""
"Female","985"
"Male","1188"
"","2173"
"SLC and Equivalent",""
"Female","888"
"Male","949"
"","1837"
