"Population by Educational Attainment","Number"
"Beginners",""
"Female","325"
"Male","348"
"","673"
"Graduate and Equivalent",""
"Female","115"
"Male","415"
"","530"
"Intermediate and Equivalent",""
"Female","449"
"Male","758"
"","1207"
"Level not Stated",""
"Female","42"
"Male","46"
"","88"
"Lower Secondary (Class 6-8)",""
"Female","2280"
"Male","3116"
"","5396"
"Non Formal Education",""
"Female","464"
"Male","447"
"","911"
"Others",""
"Female","3"
"Male","3"
"","6"
"Post Graduate Equivalent and Above",""
"Female","48"
"Male","149"
"","197"
"Primary Education (1-5 Class)",""
"Female","4203"
"Male","5250"
"","9453"
"Secondary Level (Class 9-10)",""
"Female","1658"
"Male","2172"
"","3830"
"SLC and Equivalent",""
"Female","1485"
"Male","1777"
"","3262"
