"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","30"
"Male","34"
"","64"
"Badi",""
"Female","6"
"Male","7"
"","13"
"Bangali",""
"Female","29"
"Male","54"
"","83"
"Bantar/Sardar",""
"Female","1807"
"Male","1861"
"","3668"
"Baraee",""
"Female","16"
"Male","10"
"","26"
"Bhote",""
"Female","5"
"Male","7"
"","12"
"Bin",""
"Female","120"
"Male","117"
"","237"
"Brahman - Hill",""
"Female","2442"
"Male","2221"
"","4663"
"Brahman - Tarai",""
"Female","54"
"Male","78"
"","132"
"Byasi/Sauka",""
"Female","6"
"Male","9"
"","15"
"Chamar/ Harijan/ Ram",""
"Female","164"
"Male","165"
"","329"
"Chamling",""
"Female","14"
"Male","12"
"","26"
"Chhetri",""
"Female","1729"
"Male","1547"
"","3276"
"Damai/Dholi",""
"Female","70"
"Male","72"
"","142"
"Danuwar",""
"Female","5"
"Male","9"
"","14"
"Dhanuk",""
"Female","38"
"Male","57"
"","95"
"Dhobi",""
"Female","10"
"Male","11"
"","21"
"Dom",""
"Female","16"
"Male","11"
"","27"
"Dusadh/ Pasawan/ Pasi",""
"Female","265"
"Male","259"
"","524"
"Foreigner",""
"Female","29"
"Male","39"
"","68"
"Gharti/Bhujel",""
"Female","29"
"Male","25"
"","54"
"Gurung",""
"Female","41"
"Male","28"
"","69"
"Hajam/Thakur",""
"Female","111"
"Male","126"
"","237"
"Halwai",""
"Female","163"
"Male","198"
"","361"
"Jhangad/ Dhagar",""
"Female","414"
"Male","442"
"","856"
"Kalwar",""
"Female","9"
"Male","16"
"","25"
"Kami",""
"Female","162"
"Male","156"
"","318"
"Kathabaniyan",""
"Female","37"
"Male","44"
"","81"
"Kayastha",""
"Female","72"
"Male","121"
"","193"
"Kewat",""
"Female","36"
"Male","30"
"","66"
"Khatwe",""
"Female","175"
"Male","173"
"","348"
"Khawas",""
"Female","979"
"Male","962"
"","1941"
"Koiri/Kushwaha",""
"Female","46"
"Male","64"
"","110"
"Kumal",""
"Female","81"
"Male","64"
"","145"
"Kurmi",""
"Female","12"
"Male","22"
"","34"
"Limbu",""
"Female","219"
"Male","200"
"","419"
"Magar",""
"Female","364"
"Male","345"
"","709"
"Majhi",""
"Female","91"
"Male","98"
"","189"
"Mali",""
"Female","16"
"Male","21"
"","37"
"Mallaha",""
"Female","46"
"Male","63"
"","109"
"Marwadi",""
"Female","21"
"Male","26"
"","47"
"Musahar",""
"Female","1744"
"Male","1778"
"","3522"
"Musalman",""
"Female","1135"
"Male","1164"
"","2299"
"Newar",""
"Female","261"
"Male","252"
"","513"
"Nuniya",""
"Female","6"
"Male","14"
"","20"
"Nurang",""
"Female","15"
"Male","17"
"","32"
"Others",""
"Female","70"
"Male","103"
"","173"
"Pattharkatta/ Kushwadiya",""
"Female","8"
"Male","5"
"","13"
"Rai",""
"Female","218"
"Male","202"
"","420"
"Rajbansi",""
"Female","1067"
"Male","1018"
"","2085"
"Rajput",""
"Female","62"
"Male","186"
"","248"
"Sanyasi/Dasnami",""
"Female","54"
"Male","37"
"","91"
"Sarki",""
"Female","36"
"Male","29"
"","65"
"Satar/ Santhal",""
"Female","14"
"Male","12"
"","26"
"Sherpa",""
"Female","21"
"Male","27"
"","48"
"Sonar",""
"Female","6"
"Male","15"
"","21"
"Sudhi",""
"Female","14"
"Male","12"
"","26"
"Tamang",""
"Female","108"
"Male","131"
"","239"
"Tatma/Tatwa",""
"Female","6"
"Male","5"
"","11"
"Teli",""
"Female","271"
"Male","303"
"","574"
"Terai Others",""
"Female","76"
"Male","84"
"","160"
"Thakuri",""
"Female","7"
"Male","9"
"","16"
"Tharu",""
"Female","5325"
"Male","4960"
"","10285"
"Undefined Others",""
"Female","58"
"Male","65"
"","123"
"Yadav",""
"Female","301"
"Male","479"
"","780"
"Yakkha",""
"Female","7"
"Male","6"
"","13"
