"Population by disability type","Number"
"Blind/low vision",""
"Female","1256"
"Male","1270"
"","2526"
"Deaf/hard of hearing",""
"Female","566"
"Male","605"
"","1171"
"Deaf-Blind",""
"Female","95"
"Male","112"
"","207"
"Intellectual disable",""
"Female","105"
"Male","152"
"","257"
"Mental disable",""
"Female","268"
"Male","484"
"","752"
"Multiple disable",""
"Female","319"
"Male","356"
"","675"
"No disability",""
"Female","312066"
"Male","302990"
"","615056"
"Physical",""
"Female","1291"
"Male","1929"
"","3220"
"Speech problem",""
"Female","509"
"Male","834"
"","1343"
