"Population by Caste Ethinicity","Number"
"Amat",""
"Female","239"
"Male","212"
"","451"
"Badhaee",""
"Female","644"
"Male","643"
"","1287"
"Badi",""
"Female","18"
"Male","23"
"","41"
"Bangali",""
"Female","149"
"Male","143"
"","292"
"Bantar/Sardar",""
"Female","1567"
"Male","1216"
"","2783"
"Baraee",""
"Female","5067"
"Male","4941"
"","10008"
"Bhote",""
"Female","13"
"Male","7"
"","20"
"Bin",""
"Female","4506"
"Male","4569"
"","9075"
"Brahman - Hill",""
"Female","5825"
"Male","5446"
"","11271"
"Brahman - Tarai",""
"Female","15883"
"Male","16088"
"","31971"
"Chamar/ Harijan/ Ram",""
"Female","11526"
"Male","10798"
"","22324"
"Chepang /Praja",""
"Female","10"
"Male","3"
"","13"
"Chhantyal/Chhantel",""
"Female","9"
"Male","5"
"","14"
"Chhetri",""
"Female","5374"
"Male","4899"
"","10273"
"Dalit Others",""
"Female","14"
"Male","14"
"","28"
"Damai/Dholi",""
"Female","926"
"Male","839"
"","1765"
"Danuwar",""
"Female","1292"
"Male","1280"
"","2572"
"Dhankar/ Dharikar",""
"Female","92"
"Male","88"
"","180"
"Dhanuk",""
"Female","20563"
"Male","19795"
"","40358"
"Dhobi",""
"Female","3145"
"Male","3055"
"","6200"
"Dhunia",""
"Female","1998"
"Male","1840"
"","3838"
"Dom",""
"Female","512"
"Male","537"
"","1049"
"Dusadh/ Pasawan/ Pasi",""
"Female","7498"
"Male","7551"
"","15049"
"Gaderi/Bhedihar",""
"Female","661"
"Male","648"
"","1309"
"Gharti/Bhujel",""
"Female","778"
"Male","724"
"","1502"
"Gurung",""
"Female","34"
"Male","25"
"","59"
"Hajam/Thakur",""
"Female","4116"
"Male","4163"
"","8279"
"Halkhor",""
"Female","124"
"Male","116"
"","240"
"Halwai",""
"Female","2608"
"Male","2619"
"","5227"
"Kahar",""
"Female","9"
"Male","15"
"","24"
"Kalar",""
"Female","56"
"Male","57"
"","113"
"Kalwar",""
"Female","4711"
"Male","4719"
"","9430"
"Kami",""
"Female","2251"
"Male","1999"
"","4250"
"Kanu",""
"Female","3409"
"Male","3385"
"","6794"
"Kathabaniyan",""
"Female","1529"
"Male","1599"
"","3128"
"Kayastha",""
"Female","1331"
"Male","1366"
"","2697"
"Kewat",""
"Female","3566"
"Male","3473"
"","7039"
"Khatwe",""
"Female","8138"
"Male","7582"
"","15720"
"Koiri/Kushwaha",""
"Female","17732"
"Male","18373"
"","36105"
"Kumal",""
"Female","688"
"Male","653"
"","1341"
"Kumhar",""
"Female","1831"
"Male","1779"
"","3610"
"Kurmi",""
"Female","2948"
"Male","2824"
"","5772"
"Limbu",""
"Female","18"
"Male","11"
"","29"
"Lohar",""
"Female","2734"
"Male","2778"
"","5512"
"Magar",""
"Female","7370"
"Male","6851"
"","14221"
"Majhi",""
"Female","299"
"Male","285"
"","584"
"Mali",""
"Female","830"
"Male","738"
"","1568"
"Mallaha",""
"Female","4567"
"Male","4485"
"","9052"
"Marwadi",""
"Female","59"
"Male","55"
"","114"
"Musahar",""
"Female","11630"
"Male","11730"
"","23360"
"Musalman",""
"Female","43817"
"Male","39984"
"","83801"
"Natuwa",""
"Female","69"
"Male","81"
"","150"
"Newar",""
"Female","2193"
"Male","2105"
"","4298"
"Nuniya",""
"Female","6875"
"Male","6921"
"","13796"
"Others",""
"Female","534"
"Male","275"
"","809"
"Pahari",""
"Female","13"
"Male","14"
"","27"
"Punjabi/Sikh",""
"Female","226"
"Male","220"
"","446"
"Rai",""
"Female","237"
"Male","204"
"","441"
"Rajput",""
"Female","2224"
"Male","2378"
"","4602"
"Sanyasi/Dasnami",""
"Female","749"
"Male","758"
"","1507"
"Sarki",""
"Female","381"
"Male","344"
"","725"
"Satar/ Santhal",""
"Female","48"
"Male","53"
"","101"
"Sonar",""
"Female","3958"
"Male","4006"
"","7964"
"Sudhi",""
"Female","7429"
"Male","7646"
"","15075"
"Sunuwar",""
"Female","184"
"Male","170"
"","354"
"Tamang",""
"Female","4819"
"Male","4564"
"","9383"
"Tatma/Tatwa",""
"Female","5146"
"Male","5023"
"","10169"
"Teli",""
"Female","12774"
"Male","12821"
"","25595"
"Terai Others",""
"Female","1252"
"Male","1151"
"","2403"
"Thakuri",""
"Female","301"
"Male","287"
"","588"
"Tharu",""
"Female","5079"
"Male","4689"
"","9768"
"Undefined Others",""
"Female","177"
"Male","169"
"","346"
"Yadav",""
"Female","47079"
"Male","47810"
"","94889"
"Yakkha",""
"Female","14"
"Male","15"
"","29"
