"Population by Caste/Ethinicity","Number"
"Bantar/Sardar",""
"Female","623"
"Male","556"
"Baraee",""
"Female","36"
"Male","30"
"Brahman - Hill",""
"Female","71"
"Male","46"
"Brahman - Tarai",""
"Female","52"
"Male","52"
"Chamar/ Harijan/ Ram",""
"Female","1449"
"Male","1404"
"Chhetri",""
"Female","42"
"Male","44"
"Dalit Others",""
"Female","9"
"Male","10"
"Damai/Dholi",""
"Female","11"
"Male","9"
"Danuwar",""
"Female","76"
"Male","55"
"Dhanuk",""
"Female","491"
"Male","455"
"Dhobi",""
"Female","80"
"Male","62"
"Dom",""
"Female","61"
"Male","51"
"Dusadh/ Pasawan/ Pasi",""
"Female","578"
"Male","536"
"Gaderi/Bhedihar",""
"Female","62"
"Male","66"
"Hajam/Thakur",""
"Female","507"
"Male","440"
"Halwai",""
"Female","510"
"Male","495"
"Kalwar",""
"Female","837"
"Male","733"
"Kami",""
"Female","270"
"Male","239"
"Kathabaniyan",""
"Female","205"
"Male","200"
"Kayastha",""
"Female","13"
"Male","13"
"Khatwe",""
"Female","2405"
"Male","2214"
"Kumhar",""
"Female","11"
"Male","6"
"Limbu",""
"Female","4"
"Male","8"
"Lohar",""
"Female","16"
"Male","19"
"Magar",""
"Female","23"
"Male","20"
"Majhi",""
"Female","10"
"Male","10"
"Mali",""
"Female","40"
"Male","38"
"Mallaha",""
"Female","150"
"Male","139"
"Marwadi",""
"Female","25"
"Male","25"
"Musahar",""
"Female","556"
"Male","533"
"Musalman",""
"Female","4524"
"Male","3713"
"Newar",""
"Female","130"
"Male","105"
"Others",""
"Female","47"
"Male","26"
"Punjabi/Sikh",""
"Female","31"
"Male","18"
"Rai",""
"Female","48"
"Male","43"
"Rajbansi",""
"Female","7"
"Male","4"
"Rajdhob",""
"Female","14"
"Male","12"
"Rajput",""
"Female","7"
"Male","10"
"Sanyasi/Dasnami",""
"Female","11"
"Male","13"
"Sarki",""
"Female","10"
"Male","14"
"Sonar",""
"Female","27"
"Male","31"
"Sudhi",""
"Female","14"
"Male","14"
"Sunuwar",""
"Female","8"
"Male","12"
"Tamang",""
"Female","63"
"Male","77"
"Tatma/Tatwa",""
"Female","224"
"Male","175"
"Teli",""
"Female","2583"
"Male","2498"
"Terai Others",""
"Female","9"
"Male","10"
"Tharu",""
"Female","6624"
"Male","5603"
"Undefined Others",""
"Female","17"
"Male","23"
"Yadav",""
"Female","439"
"Male","399"
