"Population by Educational Attainment","Number"
"Beginners",""
"Female","365"
"Male","497"
"Graduate and Equivalent",""
"Female","126"
"Male","380"
"Intermediate and Equivalent",""
"Female","486"
"Male","718"
"Level not Stated",""
"Female","53"
"Male","74"
"Lower Secondary (Class 6-8)",""
"Female","1849"
"Male","2766"
"Non Formal Education",""
"Female","188"
"Male","291"
"Others",""
"Female","37"
"Male","28"
"Post Graduate Equivalent and Above",""
"Female","11"
"Male","77"
"Primary Education (1-5 Class)",""
"Female","4453"
"Male","5299"
"Secondary Level (Class 9-10)",""
"Female","908"
"Male","1468"
"SLC and Equivalent",""
"Female","853"
"Male","1539"
