"Population by Caste/Ethinicity","Number"
"#VALUE!",""
"Female","4"
"Male","8"
"Amat",""
"Female","1166"
"Male","1147"
"Badhaee",""
"Female","6537"
"Male","6522"
"Badi",""
"Female","211"
"Male","214"
"Bahing",""
"Female","89"
"Male","80"
"Bangali",""
"Female","2722"
"Male","2900"
"Bantaba",""
"Female","32"
"Male","38"
"Bantar/Sardar",""
"Female","10551"
"Male","9585"
"Baraee",""
"Female","30880"
"Male","31227"
"Bhote",""
"Female","650"
"Male","608"
"Bin",""
"Female","35356"
"Male","35466"
"Bote",""
"Female","262"
"Male","265"
"Brahman - Hill",""
"Female","64793"
"Male","61217"
"Brahman - Tarai",""
"Female","48071"
"Male","51052"
"Byasi/Sauka",""
"Female","45"
"Male","45"
"Chamar/ Harijan/ Ram",""
"Female","114020"
"Male","113289"
"Chamling",""
"Female","36"
"Male","31"
"Chepang /Praja",""
"Female","151"
"Male","120"
"Chhantyal/Chhantel",""
"Female","21"
"Male","8"
"Chhetri",""
"Female","55555"
"Male","52000"
"Chidimar",""
"Female","8"
"Male","4"
"Dalit Others",""
"Female","1069"
"Male","971"
"Damai/Dholi",""
"Female","5613"
"Male","5272"
"Danuwar",""
"Female","18178"
"Male","16787"
"Darai",""
"Female","63"
"Male","73"
"Dev",""
"Female","563"
"Male","615"
"Dhandi",""
"Female","6"
"Male","6"
"Dhankar/ Dharikar",""
"Female","506"
"Male","504"
"Dhanuk",""
"Female","94753"
"Male","93284"
"Dhimal",""
"Female","54"
"Male","58"
"Dhobi",""
"Female","31505"
"Male","32697"
"Dhunia",""
"Female","5875"
"Male","5710"
"Dom",""
"Female","4778"
"Male","4800"
"Dura",""
"Female","5"
"Male","9"
"Dusadh/ Pasawan/ Pasi",""
"Female","74686"
"Male","75858"
"Foreigner",""
"Female","331"
"Male","358"
"Gaderi/Bhedihar",""
"Female","6805"
"Male","6739"
"Gaine",""
"Female","23"
"Male","26"
"Gangai",""
"Female","126"
"Male","139"
"Ghale",""
"Female","515"
"Male","486"
"Gharti/Bhujel",""
"Female","3731"
"Male","3577"
"Gurung",""
"Female","1610"
"Male","1519"
"Hajam/Thakur",""
"Female","36772"
"Male","36776"
"Halkhor",""
"Female","1743"
"Male","1848"
"Halwai",""
"Female","22602"
"Male","22805"
"Hayu",""
"Female","99"
"Male","86"
"Hyolmo",""
"Female","94"
"Male","89"
"Janajati Others",""
"Female","38"
"Male","30"
"Jhangad/ Dhagar",""
"Female","2521"
"Male","2476"
"Jirel",""
"Female","6"
"Male","5"
"Kahar",""
"Female","2701"
"Male","3005"
"Kalar",""
"Female","247"
"Male","259"
"Kalwar",""
"Female","48007"
"Male","51454"
"Kamar",""
"Female","172"
"Male","150"
"Kami",""
"Female","15714"
"Male","14870"
"Kanu",""
"Female","55795"
"Male","60624"
"Kathabaniyan",""
"Female","36447"
"Male","38544"
"Kayastha",""
"Female","12529"
"Male","12977"
"Kewat",""
"Female","39518"
"Male","37621"
"Khatwe",""
"Female","47014"
"Male","44971"
"Khawas",""
"Female","89"
"Male","94"
"Koche",""
"Female","82"
"Male","77"
