"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","8"
"Male","11"
"","19"
"Badi",""
"Female","18"
"Male","18"
"","36"
"Bangali",""
"Female","305"
"Male","417"
"","722"
"Bantaba",""
"Female","16"
"Male","15"
"","31"
"Bantar/Sardar",""
"Female","11"
"Male","17"
"","28"
"Baraee",""
"Female","39"
"Male","53"
"","92"
"Bhote",""
"Female","19"
"Male","21"
"","40"
"Brahman - Hill",""
"Female","12032"
"Male","11002"
"","23034"
"Brahman - Tarai",""
"Female","252"
"Male","248"
"","500"
"Chamar/ Harijan/ Ram",""
"Female","67"
"Male","70"
"","137"
"Chamling",""
"Female","23"
"Male","17"
"","40"
"Chhetri",""
"Female","5632"
"Male","4958"
"","10590"
"Dalit Others",""
"Female","32"
"Male","31"
"","63"
"Damai/Dholi",""
"Female","592"
"Male","541"
"","1133"
"Danuwar",""
"Female","21"
"Male","20"
"","41"
"Dev",""
"Female","7"
"Male","6"
"","13"
"Dhanuk",""
"Female","61"
"Male","80"
"","141"
"Dhimal",""
"Female","302"
"Male","272"
"","574"
"Dhobi",""
"Female","64"
"Male","67"
"","131"
"Dom",""
"Female","48"
"Male","40"
"","88"
"Dusadh/ Pasawan/ Pasi",""
"Female","21"
"Male","28"
"","49"
"Foreigner",""
"Female","21"
"Male","20"
"","41"
"Gangai",""
"Female","23"
"Male","33"
"","56"
"Gharti/Bhujel",""
"Female","217"
"Male","222"
"","439"
"Gurung",""
"Female","790"
"Male","674"
"","1464"
"Hajam/Thakur",""
"Female","183"
"Male","197"
"","380"
"Halwai",""
"Female","134"
"Male","146"
"","280"
"Janajati Others",""
"Female","8"
"Male","6"
"","14"
"Jhangad/ Dhagar",""
"Female","33"
"Male","56"
"","89"
"Kalwar",""
"Female","59"
"Male","66"
"","125"
"Kami",""
"Female","1247"
"Male","1169"
"","2416"
"Kathabaniyan",""
"Female","87"
"Male","106"
"","193"
"Kayastha",""
"Female","84"
"Male","109"
"","193"
"Kewat",""
"Female","5"
"Male","6"
"","11"
"Khawas",""
"Female","38"
"Male","45"
"","83"
"Kisan",""
"Female","9"
"Male","8"
"","17"
"Koiri/Kushwaha",""
"Female","46"
"Male","39"
"","85"
"Kumal",""
"Female","34"
"Male","25"
"","59"
"Kurmi",""
"Female","196"
"Male","194"
"","390"
"Lepcha",""
"Female","12"
"Male","10"
"","22"
"Limbu",""
"Female","2558"
"Male","2109"
"","4667"
"Lodh",""
"Female","5"
"Male","6"
"","11"
"Magar",""
"Female","755"
"Male","719"
"","1474"
"Majhi",""
"Female","353"
"Male","346"
"","699"
"Mali",""
"Female","5"
"Male","7"
"","12"
"Mallaha",""
"Female","69"
"Male","81"
"","150"
"Marwadi",""
"Female","812"
"Male","871"
"","1683"
"Meche",""
"Female","69"
"Male","57"
"","126"
"Musahar",""
"Female","108"
"Male","84"
"","192"
"Musalman",""
"Female","1536"
"Male","1646"
"","3182"
"Natuwa",""
"Female","9"
"Male","6"
"","15"
"Newar",""
"Female","1344"
"Male","1262"
"","2606"
"Nuniya",""
"Female","13"
"Male","18"
"","31"
"Others",""
"Female","44"
"Male","46"
"","90"
"Pattharkatta/ Kushwadiya",""
"Female","9"
"Male","4"
"","13"
"Punjabi/Sikh",""
"Female","26"
"Male","28"
"","54"
"Rai",""
"Female","1839"
"Male","1576"
"","3415"
"Rajbansi",""
"Female","3962"
"Male","3861"
"","7823"
"Rajput",""
"Female","49"
"Male","76"
"","125"
"Sanyasi/Dasnami",""
"Female","400"
"Male","364"
"","764"
"Sarki",""
"Female","161"
"Male","167"
"","328"
"Satar/ Santhal",""
"Female","1452"
"Male","1527"
"","2979"
"Sherpa",""
"Female","91"
"Male","80"
"","171"
"Sonar",""
"Female","54"
"Male","43"
"","97"
"Sudhi",""
"Female","86"
"Male","97"
"","183"
"Sunuwar",""
"Female","155"
"Male","158"
"","313"
"Tajpuriya",""
"Female","36"
"Male","43"
"","79"
"Tamang",""
"Female","928"
"Male","821"
"","1749"
"Tatma/Tatwa",""
"Female","29"
"Male","26"
"","55"
"Teli",""
"Female","424"
"Male","467"
"","891"
"Terai Others",""
"Female","498"
"Male","544"
"","1042"
"Thakuri",""
"Female","39"
"Male","32"
"","71"
"Tharu",""
"Female","1159"
"Male","1183"
"","2342"
"Thulung",""
"Female","13"
"Male","8"
"","21"
"Undefined Others",""
"Female","124"
"Male","144"
"","268"
"Yadav",""
"Female","102"
"Male","161"
"","263"
"Yakkha",""
"Female","18"
"Male","17"
"","35"
