"Population by Mother tongue","Number"
"Avadhi",""
"Female","9"
"Male","10"
"","19"
"Bangla",""
"Female","316"
"Male","390"
"","706"
"Bantawa",""
"Female","151"
"Male","118"
"","269"
"Bhojpuri",""
"Female","425"
"Male","472"
"","897"
"Chamling",""
"Female","123"
"Male","102"
"","225"
"Danuwar",""
"Female","17"
"Male","13"
"","30"
"Dhimal",""
"Female","243"
"Male","222"
"","465"
"Doteli",""
"Female","10"
"Male","14"
"","24"
"Dumi",""
"Female","6"
"Male","10"
"","16"
"Dungmali",""
"Female","9"
"Male","9"
"","18"
"Gurung",""
"Female","401"
"Male","327"
"","728"
"Hindi",""
"Female","338"
"Male","377"
"","715"
"Khaling",""
"Female","16"
"Male","10"
"","26"
"Kulung",""
"Female","18"
"Male","13"
"","31"
"Kurmali",""
"Female","43"
"Male","38"
"","81"
"Limbu",""
"Female","1885"
"Male","1578"
"","3463"
"Magar",""
"Female","400"
"Male","357"
"","757"
"Maithili",""
"Female","2375"
"Male","2695"
"","5070"
"Majhi",""
"Female","22"
"Male","17"
"","39"
"Meche",""
"Female","46"
"Male","41"
"","87"
"Nachhiring",""
"Female","27"
"Male","15"
"","42"
"Nepali",""
"Female","24978"
"Male","22676"
"","47654"
"Newar",""
"Female","536"
"Male","509"
"","1045"
"Not Reported",""
"Female","96"
"Male","88"
"","184"
"Others",""
"Female","143"
"Male","142"
"","285"
"Rai",""
"Female","845"
"Male","758"
"","1603"
"Rajbanshi",""
"Female","3985"
"Male","3918"
"","7903"
"Rajsthani",""
"Female","647"
"Male","688"
"","1335"
"Sampang",""
"Female","16"
"Male","15"
"","31"
"Santhali",""
"Female","1389"
"Male","1468"
"","2857"
"Sherpa",""
"Female","62"
"Male","52"
"","114"
"Sign Language",""
"Female","16"
"Male","10"
"","26"
"Sunuwar",""
"Female","88"
"Male","78"
"","166"
"Tajpuriya",""
"Female","33"
"Male","39"
"","72"
"Tamang",""
"Female","579"
"Male","538"
"","1117"
"Tharu",""
"Female","771"
"Male","778"
"","1549"
"Thulung",""
"Female","17"
"Male","20"
"","37"
"Uranw/Urau",""
"Female","23"
"Male","36"
"","59"
"Urdu",""
"Female","1009"
"Male","1094"
"","2103"
"Yakkha",""
"Female","17"
"Male","13"
"","30"
