"Population by Educational Attainment","Number"
"Beginners",""
"Female","607"
"Male","708"
"Graduate and Equivalent",""
"Female","107"
"Male","255"
"Intermediate and Equivalent",""
"Female","430"
"Male","744"
"Level not Stated",""
"Female","42"
"Male","35"
"Lower Secondary (Class 6-8)",""
"Female","3046"
"Male","3607"
"Non Formal Education",""
"Female","1055"
"Male","533"
"Others",""
"Female","20"
"Male","19"
"Post Graduate Equivalent and Above",""
"Female","12"
"Male","50"
"Primary Education (1-5 Class)",""
"Female","5772"
"Male","6541"
"Secondary Level (Class 9-10)",""
"Female","1825"
"Male","2230"
"SLC and Equivalent",""
"Female","655"
"Male","990"
