"Population by Educational Attainment","Number"
"Beginners",""
"Female","225"
"Male","182"
"Graduate and Equivalent",""
"Female","0"
"Male","14"
"Intermediate and Equivalent",""
"Female","10"
"Male","78"
"Level not Stated",""
"Female","0"
"Male","0"
"Lower Secondary (Class 6-8)",""
"Female","120"
"Male","371"
"Non Formal Education",""
"Female","21"
"Male","61"
"Others",""
"Female","1"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","0"
"Primary Education (1-5 Class)",""
"Female","476"
"Male","756"
"Secondary Level (Class 9-10)",""
"Female","44"
"Male","208"
"SLC and Equivalent",""
"Female","25"
"Male","141"
