"Population by Educational Attainment","Number"
"Beginners",""
"Female","263"
"Male","287"
"","550"
"Graduate and Equivalent",""
"Female","185"
"Male","319"
"","504"
"Intermediate and Equivalent",""
"Female","547"
"Male","823"
"","1370"
"Level not Stated",""
"Female","78"
"Male","78"
"","156"
"Lower Secondary (Class 6-8)",""
"Female","1507"
"Male","1798"
"","3305"
"Non Formal Education",""
"Female","535"
"Male","594"
"","1129"
"Others",""
"Female","5"
"Male","3"
"","8"
"Post Graduate Equivalent and Above",""
"Female","28"
"Male","59"
"","87"
"Primary Education (1-5 Class)",""
"Female","2641"
"Male","3095"
"","5736"
"Secondary Level (Class 9-10)",""
"Female","1017"
"Male","1288"
"","2305"
"SLC and Equivalent",""
"Female","807"
"Male","1089"
"","1896"
