"Population by Caste/Ethinicity","Number"
"Amat",""
"Female","211"
"Male","254"
"Badhaee",""
"Female","159"
"Male","194"
"Bangali",""
"Female","119"
"Male","150"
"Baraee",""
"Female","964"
"Male","1075"
"Bin",""
"Female","2151"
"Male","2083"
"Brahman - Hill",""
"Female","1592"
"Male","1687"
"Brahman - Tarai",""
"Female","6036"
"Male","6656"
"Chamar/ Harijan/ Ram",""
"Female","2172"
"Male","2258"
"Chepang /Praja",""
"Female","9"
"Male","6"
"Chhetri",""
"Female","603"
"Male","573"
"Dalit Others",""
"Female","10"
"Male","8"
"Damai/Dholi",""
"Female","99"
"Male","105"
"Danuwar",""
"Female","86"
"Male","100"
"Dev",""
"Female","8"
"Male","7"
"Dhankar/ Dharikar",""
"Female","23"
"Male","28"
"Dhanuk",""
"Female","3691"
"Male","3894"
"Dhobi",""
"Female","421"
"Male","494"
"Dhunia",""
"Female","248"
"Male","277"
"Dom",""
"Female","173"
"Male","176"
"Dusadh/ Pasawan/ Pasi",""
"Female","1935"
"Male","1951"
"Gaderi/Bhedihar",""
"Female","117"
"Male","141"
"Gharti/Bhujel",""
"Female","62"
"Male","60"
"Gurung",""
"Female","37"
"Male","32"
"Hajam/Thakur",""
"Female","1197"
"Male","1201"
"Halkhor",""
"Female","368"
"Male","398"
"Halwai",""
"Female","1532"
"Male","1677"
"Kalwar",""
"Female","1758"
"Male","1959"
"Kami",""
"Female","406"
"Male","432"
"Kanu",""
"Female","491"
"Male","556"
"Kathabaniyan",""
"Female","854"
"Male","1010"
"Kayastha",""
"Female","2185"
"Male","2324"
"Kewat",""
"Female","1931"
"Male","2149"
"Khatwe",""
"Female","1731"
"Male","1725"
"Koiri/Kushwaha",""
"Female","792"
"Male","1029"
"Kumal",""
"Female","88"
"Male","95"
"Kumhar",""
"Female","914"
"Male","1073"
"Kurmi",""
"Female","2137"
"Male","2299"
"Lhomi",""
"Female","21"
"Male","11"
"Limbu",""
"Female","25"
"Male","28"
"Lohar",""
"Female","767"
"Male","891"
"Magar",""
"Female","123"
"Male","142"
"Majhi",""
"Female","8"
"Male","4"
"Mali",""
"Female","259"
"Male","305"
"Mallaha",""
"Female","517"
"Male","531"
"Marwadi",""
"Female","420"
"Male","444"
"Meche",""
"Female","66"
"Male","64"
"Musahar",""
"Female","1104"
"Male","1076"
"Musalman",""
"Female","7936"
"Male","8126"
"Newar",""
"Female","350"
"Male","363"
"Nuniya",""
"Female","1012"
"Male","1094"
"Others",""
"Female","39"
"Male","28"
"Punjabi/Sikh",""
"Female","195"
"Male","217"
"Rai",""
"Female","60"
"Male","37"
"Rajbansi",""
"Female","11"
"Male","14"
"Rajbhar",""
"Female","43"
"Male","45"
"Rajput",""
"Female","801"
"Male","916"
"Sanyasi/Dasnami",""
"Female","175"
"Male","182"
"Sarbaria",""
"Female","30"
"Male","34"
"Sarki",""
"Female","64"
"Male","69"
"Satar/ Santhal",""
"Female","7"
"Male","10"
"Sherpa",""
"Female","10"
"Male","7"
"Sonar",""
"Female","1836"
"Male","2083"
"Sudhi",""
"Female","6264"
"Male","6918"
"Sunuwar",""
"Female","136"
"Male","135"
"Tamang",""
"Female","143"
"Male","131"
"Tatma/Tatwa",""
"Female","2808"
"Male","2702"
"Teli",""
"Female","5601"
"Male","6339"
"Terai Others",""
"Female","397"
"Male","464"
"Thakuri",""
"Female","26"
"Male","18"
"Tharu",""
"Female","376"
"Male","377"
"Undefined Others",""
"Female","99"
"Male","102"
"Yadav",""
"Female","8817"
"Male","10207"
"Yakkha",""
"Female","40"
"Male","26"
