"Population by Educational Attainment","Number"
"Beginners",""
"Female","1154"
"Male","1509"
"Graduate and Equivalent",""
"Female","1595"
"Male","4949"
"Intermediate and Equivalent",""
"Female","3557"
"Male","7017"
"Level not Stated",""
"Female","407"
"Male","523"
"Lower Secondary (Class 6-8)",""
"Female","7567"
"Male","9189"
"Non Formal Education",""
"Female","779"
"Male","667"
"Others",""
"Female","75"
"Male","99"
"Post Graduate Equivalent and Above",""
"Female","343"
"Male","1485"
"Primary Education (1-5 Class)",""
"Female","13384"
"Male","15743"
"Secondary Level (Class 9-10)",""
"Female","4913"
"Male","7574"
"SLC and Equivalent",""
"Female","4941"
"Male","7542"
