"Population by Educational Attainment","Number"
"Beginners",""
"Female","187"
"Male","183"
"Graduate and Equivalent",""
"Female","7"
"Male","18"
"Intermediate and Equivalent",""
"Female","25"
"Male","96"
"Level not Stated",""
"Female","0"
"Male","2"
"Lower Secondary (Class 6-8)",""
"Female","328"
"Male","526"
"Non Formal Education",""
"Female","30"
"Male","11"
"Others",""
"Female","1"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","13"
"Primary Education (1-5 Class)",""
"Female","966"
"Male","1098"
"Secondary Level (Class 9-10)",""
"Female","141"
"Male","276"
"SLC and Equivalent",""
"Female","80"
"Male","240"
