"Population by Educational Attainment","Number"
"Beginners",""
"Female","113"
"Male","160"
"Graduate and Equivalent",""
"Female","39"
"Male","176"
"Intermediate and Equivalent",""
"Female","224"
"Male","619"
"Level not Stated",""
"Female","95"
"Male","180"
"Lower Secondary (Class 6-8)",""
"Female","686"
"Male","1476"
"Non Formal Education",""
"Female","74"
"Male","173"
"Others",""
"Female","5"
"Male","13"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","44"
"Primary Education (1-5 Class)",""
"Female","2402"
"Male","3628"
"Secondary Level (Class 9-10)",""
"Female","324"
"Male","656"
"SLC and Equivalent",""
"Female","263"
"Male","785"
