"Population by Educational Attainment","Number"
"Beginners",""
"Female","710"
"Male","782"
"","1492"
"Graduate and Equivalent",""
"Female","25"
"Male","77"
"","102"
"Intermediate and Equivalent",""
"Female","101"
"Male","269"
"","370"
"Level not Stated",""
"Female","24"
"Male","22"
"","46"
"Lower Secondary (Class 6-8)",""
"Female","1792"
"Male","2286"
"","4078"
"Non Formal Education",""
"Female","436"
"Male","393"
"","829"
"Others",""
"Female","8"
"Male","8"
"","16"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","27"
"","32"
"Primary Education (1-5 Class)",""
"Female","3981"
"Male","4721"
"","8702"
"Secondary Level (Class 9-10)",""
"Female","828"
"Male","1144"
"","1972"
"SLC and Equivalent",""
"Female","376"
"Male","541"
"","917"
