"Population by Educational Attainment","Number"
"Beginners",""
"Female","142"
"Male","188"
"","330"
"Graduate and Equivalent",""
"Female","20"
"Male","61"
"","81"
"Intermediate and Equivalent",""
"Female","112"
"Male","166"
"","278"
"Level not Stated",""
"Female","18"
"Male","15"
"","33"
"Lower Secondary (Class 6-8)",""
"Female","1184"
"Male","1179"
"","2363"
"Non Formal Education",""
"Female","314"
"Male","311"
"","625"
"Others",""
"Female","2"
"Male","4"
"","6"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","15"
"","16"
"Primary Education (1-5 Class)",""
"Female","2433"
"Male","2520"
"","4953"
"Secondary Level (Class 9-10)",""
"Female","480"
"Male","565"
"","1045"
"SLC and Equivalent",""
"Female","321"
"Male","365"
"","686"
