"Population by disability type","Number"
"Blind/low vision",""
"Female","84"
"Male","65"
"","149"
"Deaf/hard of hearing",""
"Female","53"
"Male","66"
"","119"
"Deaf-Blind",""
"Female","5"
"Male","2"
"","7"
"Intellectual disable",""
"Female","7"
"Male","8"
"","15"
"Mental disable",""
"Female","14"
"Male","17"
"","31"
"Multiple disable",""
"Female","10"
"Male","20"
"","30"
"No disability",""
"Female","14374"
"Male","14061"
"","28435"
"Physical",""
"Female","169"
"Male","202"
"","371"
"Speech problem",""
"Female","27"
"Male","43"
"","70"
