"Population by Educational Attainment","Number"
"Beginners",""
"Female","701"
"Male","687"
"","1388"
"Graduate and Equivalent",""
"Female","11"
"Male","92"
"","103"
"Intermediate and Equivalent",""
"Female","113"
"Male","419"
"","532"
"Level not Stated",""
"Female","26"
"Male","22"
"","48"
"Lower Secondary (Class 6-8)",""
"Female","931"
"Male","1702"
"","2633"
"Non Formal Education",""
"Female","198"
"Male","193"
"","391"
"Others",""
"Female","2"
"Male","5"
"","7"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","15"
"","15"
"Primary Education (1-5 Class)",""
"Female","3295"
"Male","3992"
"","7287"
"Secondary Level (Class 9-10)",""
"Female","265"
"Male","689"
"","954"
"SLC and Equivalent",""
"Female","177"
"Male","591"
"","768"
