"Population by Educational Attainment","Number"
"Beginners",""
"Female","354"
"Male","372"
"Graduate and Equivalent",""
"Female","68"
"Male","304"
"Intermediate and Equivalent",""
"Female","336"
"Male","655"
"Level not Stated",""
"Female","15"
"Male","16"
"Lower Secondary (Class 6-8)",""
"Female","873"
"Male","1520"
"Non Formal Education",""
"Female","129"
"Male","107"
"Others",""
"Female","0"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","66"
"Primary Education (1-5 Class)",""
"Female","2605"
"Male","2963"
"Secondary Level (Class 9-10)",""
"Female","483"
"Male","882"
"SLC and Equivalent",""
"Female","323"
"Male","756"
