"Population by Single Year of Age","Number"
"0",""
"Female","251"
"Male","248"
"1",""
"Female","149"
"Male","183"
"10",""
"Female","411"
"Male","417"
"11",""
"Female","230"
"Male","302"
"12",""
"Female","422"
"Male","392"
"13",""
"Female","298"
"Male","278"
"14",""
"Female","313"
"Male","352"
"15",""
"Female","288"
"Male","277"
"16",""
"Female","315"
"Male","312"
"17",""
"Female","152"
"Male","183"
"18",""
"Female","340"
"Male","285"
"19",""
"Female","128"
"Male","132"
"2",""
"Female","290"
"Male","304"
"20",""
"Female","257"
"Male","184"
"21",""
"Female","120"
"Male","144"
"22",""
"Female","215"
"Male","186"
"23",""
"Female","153"
"Male","138"
"24",""
"Female","161"
"Male","164"
"25",""
"Female","254"
"Male","184"
"26",""
"Female","190"
"Male","172"
"27",""
"Female","82"
"Male","118"
"28",""
"Female","236"
"Male","243"
"29",""
"Female","63"
"Male","89"
"3",""
"Female","280"
"Male","268"
"30",""
"Female","276"
"Male","227"
"31",""
"Female","75"
"Male","91"
"32",""
"Female","143"
"Male","151"
"33",""
"Female","102"
"Male","68"
"34",""
"Female","96"
"Male","91"
"35",""
"Female","262"
"Male","216"
"36",""
"Female","114"
"Male","101"
"37",""
"Female","45"
"Male","60"
"38",""
"Female","171"
"Male","146"
"39",""
"Female","33"
"Male","55"
"4",""
"Female","320"
"Male","332"
"40",""
"Female","285"
"Male","228"
"41",""
"Female","53"
"Male","73"
"42",""
"Female","90"
"Male","94"
"43",""
"Female","54"
"Male","59"
"44",""
"Female","61"
"Male","57"
"45",""
"Female","224"
"Male","153"
"46",""
"Female","52"
"Male","59"
"47",""
"Female","34"
"Male","41"
"48",""
"Female","91"
"Male","77"
"49",""
"Female","36"
"Male","34"
"5",""
"Female","331"
"Male","349"
"50",""
"Female","192"
"Male","139"
"51",""
"Female","40"
"Male","50"
"52",""
"Female","66"
"Male","86"
"53",""
"Female","38"
"Male","40"
"54",""
"Female","49"
"Male","57"
"55",""
"Female","127"
"Male","133"
"56",""
"Female","46"
"Male","60"
"57",""
"Female","34"
"Male","35"
"58",""
"Female","54"
"Male","79"
"59",""
"Female","20"
"Male","24"
"6",""
"Female","353"
"Male","311"
"60",""
"Female","209"
"Male","108"
"61",""
"Female","44"
"Male","34"
"62",""
"Female","66"
"Male","37"
"63",""
"Female","33"
"Male","25"
"64",""
"Female","35"
"Male","38"
"65",""
"Female","142"
"Male","93"
"66",""
"Female","36"
"Male","34"
"67",""
"Female","15"
"Male","21"
"68",""
"Female","55"
"Male","61"
"69",""
"Female","11"
"Male","10"
"7",""
"Female","293"
"Male","264"
"70",""
"Female","110"
"Male","60"
"71",""
"Female","15"
"Male","14"
"72",""
"Female","37"
"Male","29"
"73",""
"Female","15"
"Male","12"
"74",""
"Female","19"
"Male","12"
"75",""
"Female","56"
"Male","35"
"76",""
"Female","11"
"Male","10"
"77",""
"Female","9"
"Male","5"
"78",""
"Female","19"
"Male","22"
"79",""
"Female","4"
"Male","3"
"8",""
"Female","413"
"Male","398"
"80",""
"Female","32"
"Male","19"
"81",""
"Female","4"
"Male","3"
"82",""
"Female","8"
"Male","3"
"83",""
"Female","3"
"Male","6"
"84",""
"Female","4"
"Male","7"
"85",""
"Female","25"
"Male","31"
"9",""
"Female","257"
"Male","283"
