"Population by Educational Attainment","Number"
"Beginners",""
"Female","554"
"Male","674"
"Graduate and Equivalent",""
"Female","2"
"Male","51"
"Intermediate and Equivalent",""
"Female","57"
"Male","168"
"Level not Stated",""
"Female","8"
"Male","5"
"Lower Secondary (Class 6-8)",""
"Female","810"
"Male","1059"
"Non Formal Education",""
"Female","181"
"Male","169"
"Others",""
"Female","3"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","22"
"Primary Education (1-5 Class)",""
"Female","2465"
"Male","2610"
"Secondary Level (Class 9-10)",""
"Female","302"
"Male","518"
"SLC and Equivalent",""
"Female","182"
"Male","292"
