"Population by Educational Attainment","Number"
"Beginners",""
"Female","349"
"Male","336"
"","685"
"Graduate and Equivalent",""
"Female","1"
"Male","26"
"","27"
"Intermediate and Equivalent",""
"Female","24"
"Male","154"
"","178"
"Level not Stated",""
"Female","23"
"Male","28"
"","51"
"Lower Secondary (Class 6-8)",""
"Female","320"
"Male","824"
"","1144"
"Non Formal Education",""
"Female","54"
"Male","173"
"","227"
"Others",""
"Female","1"
"Male","1"
"","2"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","3"
"","3"
"Primary Education (1-5 Class)",""
"Female","1699"
"Male","1932"
"","3631"
"Secondary Level (Class 9-10)",""
"Female","110"
"Male","386"
"","496"
"SLC and Equivalent",""
"Female","46"
"Male","262"
"","308"
