"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","111"
"Male","92"
"Bhote",""
"Female","6"
"Male","10"
"Brahman - Hill",""
"Female","4150"
"Male","3845"
"Brahman - Tarai",""
"Female","4"
"Male","7"
"Chamar/ Harijan/ Ram",""
"Female","10"
"Male","9"
"Chhetri",""
"Female","9288"
"Male","7916"
"Dalit Others",""
"Female","1437"
"Male","1148"
"Damai/Dholi",""
"Female","865"
"Male","695"
"Foreigner",""
"Female","11"
"Male","7"
"Gurung",""
"Female","38"
"Male","23"
"Halwai",""
"Female","5"
"Male","12"
"Kami",""
"Female","3234"
"Male","2668"
"Kathabaniyan",""
"Female","18"
"Male","24"
"Kayastha",""
"Female","9"
"Male","2"
"Kumal",""
"Female","24"
"Male","19"
"Kumhar",""
"Female","19"
"Male","13"
"Kurmi",""
"Female","79"
"Male","66"
"Limbu",""
"Female","16"
"Male","9"
"Lohar",""
"Female","221"
"Male","185"
"Magar",""
"Female","1241"
"Male","1105"
"Mallaha",""
"Female","163"
"Male","169"
"Meche",""
"Female","40"
"Male","26"
"Musalman",""
"Female","177"
"Male","239"
"Newar",""
"Female","144"
"Male","129"
"Others",""
"Female","39"
"Male","50"
"Punjabi/Sikh",""
"Female","16"
"Male","18"
"Rai",""
"Female","22"
"Male","22"
"Rajbansi",""
"Female","42"
"Male","31"
"Raji",""
"Female","33"
"Male","33"
"Sanyasi/Dasnami",""
"Female","247"
"Male","227"
"Sarki",""
"Female","138"
"Male","140"
"Tamang",""
"Female","32"
"Male","24"
"Tatma/Tatwa",""
"Female","11"
"Male","8"
"Teli",""
"Female","21"
"Male","16"
"Terai Others",""
"Female","22"
"Male","18"
"Thakali",""
"Female","37"
"Male","32"
"Thakuri",""
"Female","1689"
"Male","1508"
"Thami",""
"Female","34"
"Male","25"
"Tharu",""
"Female","16146"
"Male","15675"
