"Population by Educational Attainment","Number"
"Beginners",""
"Female","1248"
"Male","1398"
"Graduate and Equivalent",""
"Female","242"
"Male","645"
"Intermediate and Equivalent",""
"Female","1192"
"Male","1781"
"Level not Stated",""
"Female","99"
"Male","91"
"Lower Secondary (Class 6-8)",""
"Female","4868"
"Male","5213"
"Non Formal Education",""
"Female","1145"
"Male","854"
"Others",""
"Female","13"
"Male","21"
"Post Graduate Equivalent and Above",""
"Female","45"
"Male","221"
"Primary Education (1-5 Class)",""
"Female","8782"
"Male","10097"
"Secondary Level (Class 9-10)",""
"Female","2957"
"Male","3291"
"SLC and Equivalent",""
"Female","1574"
"Male","2102"
