"Population by Educational Attainment","Number"
"Beginners",""
"Female","25"
"Male","29"
"Graduate and Equivalent",""
"Female","1"
"Male","16"
"Intermediate and Equivalent",""
"Female","47"
"Male","72"
"Level not Stated",""
"Female","1"
"Male","1"
"Lower Secondary (Class 6-8)",""
"Female","103"
"Male","165"
"Non Formal Education",""
"Female","114"
"Male","183"
"Others",""
"Female","3"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","5"
"Primary Education (1-5 Class)",""
"Female","189"
"Male","289"
"Secondary Level (Class 9-10)",""
"Female","40"
"Male","52"
"SLC and Equivalent",""
"Female","34"
"Male","70"
