"Population by Single Year of Age","Number"
"0",""
"Female","8"
"Male","7"
"1",""
"Female","10"
"Male","11"
"10",""
"Female","19"
"Male","19"
"11",""
"Female","21"
"Male","24"
"12",""
"Female","24"
"Male","18"
"13",""
"Female","18"
"Male","22"
"14",""
"Female","19"
"Male","21"
"15",""
"Female","21"
"Male","30"
"16",""
"Female","8"
"Male","27"
"17",""
"Female","17"
"Male","36"
"18",""
"Female","17"
"Male","36"
"19",""
"Female","18"
"Male","23"
"2",""
"Female","11"
"Male","14"
"20",""
"Female","29"
"Male","42"
"21",""
"Female","18"
"Male","21"
"22",""
"Female","15"
"Male","32"
"23",""
"Female","21"
"Male","32"
"24",""
"Female","10"
"Male","29"
"25",""
"Female","24"
"Male","42"
"26",""
"Female","15"
"Male","37"
"27",""
"Female","14"
"Male","28"
"28",""
"Female","26"
"Male","36"
"29",""
"Female","8"
"Male","14"
"3",""
"Female","9"
"Male","7"
"30",""
"Female","23"
"Male","43"
"31",""
"Female","13"
"Male","14"
"32",""
"Female","15"
"Male","29"
"33",""
"Female","11"
"Male","10"
"34",""
"Female","12"
"Male","18"
"35",""
"Female","20"
"Male","27"
"36",""
"Female","18"
"Male","15"
"37",""
"Female","21"
"Male","19"
"38",""
"Female","17"
"Male","23"
"39",""
"Female","15"
"Male","24"
"4",""
"Female","19"
"Male","15"
"40",""
"Female","29"
"Male","30"
"41",""
"Female","12"
"Male","15"
"42",""
"Female","14"
"Male","14"
"43",""
"Female","9"
"Male","13"
"44",""
"Female","9"
"Male","8"
"45",""
"Female","12"
"Male","26"
"46",""
"Female","6"
"Male","15"
"47",""
"Female","7"
"Male","10"
"48",""
"Female","10"
"Male","14"
"49",""
"Female","10"
"Male","10"
"5",""
"Female","9"
"Male","20"
"50",""
"Female","18"
"Male","18"
"51",""
"Female","6"
"Male","17"
"52",""
"Female","5"
"Male","15"
"53",""
"Female","9"
"Male","9"
"54",""
"Female","7"
"Male","8"
"55",""
"Female","22"
"Male","10"
"56",""
"Female","4"
"Male","15"
"57",""
"Female","20"
"Male","11"
"58",""
"Female","11"
"Male","8"
"59",""
"Female","8"
"Male","7"
"6",""
"Female","16"
"Male","17"
"60",""
"Female","15"
"Male","10"
"61",""
"Female","9"
"Male","7"
"62",""
"Female","8"
"Male","12"
"63",""
"Female","12"
"Male","6"
"64",""
"Female","6"
"Male","3"
"65",""
"Female","9"
"Male","8"
"66",""
"Female","10"
"Male","8"
"67",""
"Female","7"
"Male","6"
"68",""
"Female","9"
"Male","4"
"69",""
"Female","5"
"Male","4"
"7",""
"Female","16"
"Male","18"
"70",""
"Female","18"
"Male","9"
"71",""
"Female","8"
"Male","6"
"72",""
"Female","7"
"Male","6"
"73",""
"Female","8"
"Male","6"
"74",""
"Female","5"
"Male","3"
"75",""
"Female","6"
"Male","4"
"76",""
"Female","6"
"Male","3"
"77",""
"Female","3"
"Male","4"
"78",""
"Female","1"
"Male","2"
"79",""
"Female","2"
"Male","2"
"8",""
"Female","16"
"Male","19"
"80",""
"Female","6"
"Male","2"
"81",""
"Female","3"
"Male","1"
"82",""
"Female","2"
"Male","1"
"83",""
"Female","1"
"Male","2"
"84",""
"Female","2"
"Male","2"
"85",""
"Female","9"
"Male","10"
"9",""
"Female","24"
"Male","21"
