"Population by Educational Attainment","Number"
"Beginners",""
"Female","99"
"Male","124"
"Graduate and Equivalent",""
"Female","57"
"Male","96"
"Intermediate and Equivalent",""
"Female","288"
"Male","261"
"Level not Stated",""
"Female","6"
"Male","6"
"Lower Secondary (Class 6-8)",""
"Female","1118"
"Male","869"
"Non Formal Education",""
"Female","464"
"Male","377"
"Others",""
"Female","5"
"Male","5"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","30"
"Primary Education (1-5 Class)",""
"Female","1382"
"Male","1289"
"Secondary Level (Class 9-10)",""
"Female","676"
"Male","571"
"SLC and Equivalent",""
"Female","563"
"Male","573"
