"Population by Educational Attainment","Number"
"Beginners",""
"Female","152"
"Male","142"
"","294"
"Graduate and Equivalent",""
"Female","25"
"Male","54"
"","79"
"Intermediate and Equivalent",""
"Female","132"
"Male","158"
"","290"
"Level not Stated",""
"Female","14"
"Male","12"
"","26"
"Lower Secondary (Class 6-8)",""
"Female","1222"
"Male","1171"
"","2393"
"Non Formal Education",""
"Female","266"
"Male","244"
"","510"
"Others",""
"Female","1"
"Male","2"
"","3"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","16"
"","18"
"Primary Education (1-5 Class)",""
"Female","2104"
"Male","2375"
"","4479"
"Secondary Level (Class 9-10)",""
"Female","666"
"Male","641"
"","1307"
"SLC and Equivalent",""
"Female","529"
"Male","579"
"","1108"
