"Population by Caste/Ethinicity","Number"
"#VALUE!",""
"Female","7"
"Male","10"
"Badhaee",""
"Female","14"
"Male","16"
"Badi",""
"Female","59"
"Male","70"
"Bangali",""
"Female","6"
"Male","25"
"Bantaba",""
"Female","10"
"Male","10"
"Baraee",""
"Female","3"
"Male","9"
"Bhote",""
"Female","31"
"Male","30"
"Bin",""
"Female","6"
"Male","15"
"Brahman - Hill",""
"Female","12207"
"Male","13385"
"Brahman - Tarai",""
"Female","39"
"Male","54"
"Chamar/ Harijan/ Ram",""
"Female","10"
"Male","57"
"Chamling",""
"Female","5"
"Male","8"
"Chhantyal/Chhantel",""
"Female","213"
"Male","198"
"Chhetri",""
"Female","10027"
"Male","10526"
"Dalit Others",""
"Female","151"
"Male","180"
"Damai/Dholi",""
"Female","350"
"Male","359"
"Danuwar",""
"Female","24"
"Male","58"
"Darai",""
"Female","7"
"Male","12"
"Dhanuk",""
"Female","28"
"Male","101"
"Dhimal",""
"Female","9"
"Male","14"
"Dhobi",""
"Female","6"
"Male","11"
"Dura",""
"Female","7"
"Male","13"
"Dusadh/ Pasawan/ Pasi",""
"Female","5"
"Male","16"
"Foreigner",""
"Female","16"
"Male","28"
"Ghale",""
"Female","277"
"Male","232"
"Gharti/Bhujel",""
"Female","140"
"Male","141"
"Gurung",""
"Female","2709"
"Male","2430"
"Hajam/Thakur",""
"Female","53"
"Male","162"
"Halwai",""
"Female","22"
"Male","35"
"Jirel",""
"Female","10"
"Male","12"
"Kalwar",""
"Female","53"
"Male","87"
"Kami",""
"Female","479"
"Male","556"
"Kanu",""
"Female","13"
"Male","26"
"Kathabaniyan",""
"Female","9"
"Male","21"
"Kayastha",""
"Female","14"
"Male","18"
"Khatwe",""
"Female","6"
"Male","15"
"Koiri/Kushwaha",""
"Female","31"
"Male","56"
"Kumal",""
"Female","35"
"Male","46"
"Kumhar",""
"Female","6"
"Male","12"
"Kurmi",""
"Female","2"
"Male","9"
"Limbu",""
"Female","358"
"Male","371"
"Magar",""
"Female","3240"
"Male","3287"
"Majhi",""
"Female","96"
"Male","124"
"Mali",""
"Female","4"
"Male","15"
"Mallaha",""
"Female","1"
"Male","11"
"Marwadi",""
"Female","24"
"Male","31"
"Musahar",""
"Female","5"
"Male","15"
"Musalman",""
"Female","109"
"Male","411"
"Newar",""
"Female","9132"
"Male","8810"
"Others",""
"Female","79"
"Male","118"
"Punjabi/Sikh",""
"Female","7"
"Male","7"
"Rai",""
"Female","1429"
"Male","1435"
"Rajput",""
"Female","11"
"Male","27"
"Samgpang",""
"Female","9"
"Male","5"
"Sanyasi/Dasnami",""
"Female","205"
"Male","242"
"Sarki",""
"Female","89"
"Male","100"
"Sherpa",""
"Female","417"
"Male","402"
"Sunuwar",""
"Female","86"
"Male","91"
"Tamang",""
"Female","4441"
"Male","4197"
"Teli",""
"Female","75"
"Male","109"
"Terai Others",""
"Female","22"
"Male","66"
"Thakali",""
"Female","176"
"Male","161"
"Thakuri",""
"Female","616"
"Male","651"
"Thami",""
"Female","32"
"Male","37"
"Tharu",""
"Female","461"
"Male","743"
"Thulung",""
"Female","13"
"Male","8"
"Yadav",""
"Female","81"
"Male","167"
"Yakkha",""
"Female","6"
"Male","5"
