"Population by Educational Attainment","Number"
"Beginners",""
"Female","1356"
"Male","1589"
"Graduate and Equivalent",""
"Female","2560"
"Male","3930"
"Intermediate and Equivalent",""
"Female","5486"
"Male","6561"
"Level not Stated",""
"Female","91"
"Male","85"
"Lower Secondary (Class 6-8)",""
"Female","5873"
"Male","6739"
"Non Formal Education",""
"Female","1045"
"Male","757"
"Others",""
"Female","42"
"Male","45"
"Post Graduate Equivalent and Above",""
"Female","833"
"Male","2172"
"Primary Education (1-5 Class)",""
"Female","8545"
"Male","9264"
"Secondary Level (Class 9-10)",""
"Female","4368"
"Male","5030"
"SLC and Equivalent",""
"Female","6061"
"Male","7512"
