"Population by Caste Ethinicity","Number"
"Badi",""
"Female","176"
"Male","151"
"","327"
"Brahman - Hill",""
"Female","7153"
"Male","6300"
"","13453"
"Brahman - Tarai",""
"Female","15"
"Male","13"
"","28"
"Chhetri",""
"Female","10555"
"Male","8827"
"","19382"
"Dalit Others",""
"Female","11"
"Male","5"
"","16"
"Damai/Dholi",""
"Female","1704"
"Male","1378"
"","3082"
"Gharti/Bhujel",""
"Female","713"
"Male","633"
"","1346"
"Gurung",""
"Female","1598"
"Male","1374"
"","2972"
"Hajam/Thakur",""
"Female","6"
"Male","8"
"","14"
"Kami",""
"Female","2364"
"Male","2036"
"","4400"
"Kathabaniyan",""
"Female","5"
"Male","9"
"","14"
"Khawas",""
"Female","16"
"Male","16"
"","32"
"Kulung",""
"Female","263"
"Male","235"
"","498"
"Limbu",""
"Female","19641"
"Male","16679"
"","36320"
"Magar",""
"Female","1290"
"Male","1124"
"","2414"
"Majhi",""
"Female","168"
"Male","136"
"","304"
"Mallaha",""
"Female","3"
"Male","9"
"","12"
"Musalman",""
"Female","13"
"Male","8"
"","21"
"Newar",""
"Female","1519"
"Male","1362"
"","2881"
"Others",""
"Female","145"
"Male","139"
"","284"
"Rai",""
"Female","1009"
"Male","947"
"","1956"
"Sanyasi/Dasnami",""
"Female","594"
"Male","460"
"","1054"
"Sarki",""
"Female","865"
"Male","738"
"","1603"
"Sherpa",""
"Female","607"
"Male","545"
"","1152"
"Sunuwar",""
"Female","58"
"Male","41"
"","99"
"Tamang",""
"Female","3598"
"Male","3023"
"","6621"
"Teli",""
"Female","11"
"Male","8"
"","19"
"Thakuri",""
"Female","135"
"Male","136"
"","271"
"Tharu",""
"Female","16"
"Male","19"
"","35"
"Undefined Others",""
"Female","18"
"Male","9"
"","27"
"Yadav",""
"Female","6"
"Male","5"
"","11"
"Yakkha",""
"Female","106"
"Male","79"
"","185"
