"Population by Educational Attainment","Number"
"Beginners",""
"Female","60"
"Male","95"
"","155"
"Graduate and Equivalent",""
"Female","69"
"Male","296"
"","365"
"Intermediate and Equivalent",""
"Female","169"
"Male","472"
"","641"
"Level not Stated",""
"Female","52"
"Male","71"
"","123"
"Lower Secondary (Class 6-8)",""
"Female","1183"
"Male","1805"
"","2988"
"Non Formal Education",""
"Female","177"
"Male","303"
"","480"
"Others",""
"Female","4"
"Male","9"
"","13"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","52"
"","55"
"Primary Education (1-5 Class)",""
"Female","2759"
"Male","3391"
"","6150"
"Secondary Level (Class 9-10)",""
"Female","452"
"Male","950"
"","1402"
"SLC and Equivalent",""
"Female","390"
"Male","909"
"","1299"
