"Population by disability type","Number"
"Blind/low vision",""
"Female","50"
"Male","52"
"","102"
"Deaf/hard of hearing",""
"Female","21"
"Male","19"
"","40"
"Deaf-Blind",""
"Female","5"
"Male","4"
"","9"
"Intellectual disable",""
"Female","6"
"Male","9"
"","15"
"Mental disable",""
"Female","20"
"Male","30"
"","50"
"Multiple disable",""
"Female","11"
"Male","11"
"","22"
"No disability",""
"Female","19721"
"Male","18515"
"","38236"
"Physical",""
"Female","47"
"Male","71"
"","118"
"Speech problem",""
"Female","12"
"Male","20"
"","32"
