"Population by Educational Attainment","Number"
"Beginners",""
"Female","568"
"Male","632"
"","1200"
"Graduate and Equivalent",""
"Female","79"
"Male","185"
"","264"
"Intermediate and Equivalent",""
"Female","833"
"Male","653"
"","1486"
"Level not Stated",""
"Female","48"
"Male","43"
"","91"
"Lower Secondary (Class 6-8)",""
"Female","3518"
"Male","3406"
"","6924"
"Non Formal Education",""
"Female","769"
"Male","556"
"","1325"
"Others",""
"Female","14"
"Male","15"
"","29"
"Post Graduate Equivalent and Above",""
"Female","11"
"Male","70"
"","81"
"Primary Education (1-5 Class)",""
"Female","6033"
"Male","6780"
"","12813"
"Secondary Level (Class 9-10)",""
"Female","2033"
"Male","1985"
"","4018"
"SLC and Equivalent",""
"Female","1800"
"Male","1684"
"","3484"
