"Population by Mother tongue","Number"
"Bahing",""
"Female","256"
"Male","235"
"","491"
"Bantawa",""
"Female","1556"
"Male","1224"
"","2780"
"Bhojpuri",""
"Female","13"
"Male","20"
"","33"
"Bhujel",""
"Female","27"
"Male","25"
"","52"
"Chamling",""
"Female","1613"
"Male","1398"
"","3011"
"Danuwar",""
"Female","17"
"Male","13"
"","30"
"Dumi",""
"Female","48"
"Male","29"
"","77"
"Hindi",""
"Female","8"
"Male","8"
"","16"
"Khaling",""
"Female","6"
"Male","7"
"","13"
"Koyee",""
"Female","6"
"Male","7"
"","13"
"Limbu",""
"Female","29"
"Male","17"
"","46"
"Magar",""
"Female","1384"
"Male","1161"
"","2545"
"Maithili",""
"Female","952"
"Male","994"
"","1946"
"Majhi",""
"Female","66"
"Male","49"
"","115"
"Nepali",""
"Female","13774"
"Male","11261"
"","25035"
"Newar",""
"Female","309"
"Male","261"
"","570"
"Not Reported",""
"Female","42"
"Male","37"
"","79"
"Others",""
"Female","44"
"Male","33"
"","77"
"Puma",""
"Female","793"
"Male","650"
"","1443"
"Rai",""
"Female","704"
"Male","567"
"","1271"
"Rajsthani",""
"Female","6"
"Male","6"
"","12"
"Sampang",""
"Female","33"
"Male","24"
"","57"
"Sherpa",""
"Female","36"
"Male","32"
"","68"
"Sign Language",""
"Female","7"
"Male","6"
"","13"
"Sunuwar",""
"Female","3"
"Male","8"
"","11"
"Tamang",""
"Female","551"
"Male","411"
"","962"
"Tharu",""
"Female","3848"
"Male","3290"
"","7138"
"Thulung",""
"Female","273"
"Male","222"
"","495"
"Urdu",""
"Female","75"
"Male","80"
"","155"
"Yakkha",""
"Female","13"
"Male","7"
"","20"
