"Population by Educational Attainment","Number"
"Beginners",""
"Female","633"
"Male","759"
"","1392"
"Graduate and Equivalent",""
"Female","172"
"Male","330"
"","502"
"Intermediate and Equivalent",""
"Female","714"
"Male","1015"
"","1729"
"Level not Stated",""
"Female","50"
"Male","59"
"","109"
"Lower Secondary (Class 6-8)",""
"Female","3259"
"Male","3393"
"","6652"
"Non Formal Education",""
"Female","1484"
"Male","1515"
"","2999"
"Others",""
"Female","18"
"Male","16"
"","34"
"Post Graduate Equivalent and Above",""
"Female","15"
"Male","100"
"","115"
"Primary Education (1-5 Class)",""
"Female","5658"
"Male","6378"
"","12036"
"Secondary Level (Class 9-10)",""
"Female","1619"
"Male","1758"
"","3377"
"SLC and Equivalent",""
"Female","915"
"Male","1108"
"","2023"
