"Population by Educational Attainment","Number"
"Beginners",""
"Female","726"
"Male","898"
"","1624"
"Graduate and Equivalent",""
"Female","56"
"Male","118"
"","174"
"Intermediate and Equivalent",""
"Female","391"
"Male","616"
"","1007"
"Level not Stated",""
"Female","18"
"Male","20"
"","38"
"Lower Secondary (Class 6-8)",""
"Female","4454"
"Male","4289"
"","8743"
"Non Formal Education",""
"Female","1321"
"Male","897"
"","2218"
"Others",""
"Female","6"
"Male","7"
"","13"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","44"
"","50"
"Primary Education (1-5 Class)",""
"Female","6706"
"Male","7545"
"","14251"
"Secondary Level (Class 9-10)",""
"Female","1995"
"Male","2236"
"","4231"
"SLC and Equivalent",""
"Female","1507"
"Male","1654"
"","3161"
