"Population by Mother tongue","Number"
"Achhami",""
"Female","4"
"Male","7"
"Bajhangi",""
"Female","3"
"Male","8"
"Bangla",""
"Female","6"
"Male","25"
"Bantawa",""
"Female","6"
"Male","7"
"Bhojpuri",""
"Female","239"
"Male","529"
"Chamling",""
"Female","7"
"Male","7"
"Doteli",""
"Female","22"
"Male","33"
"English",""
"Female","8"
"Male","17"
"Gurung",""
"Female","211"
"Male","218"
"Hindi",""
"Female","122"
"Male","255"
"Kham",""
"Female","14"
"Male","12"
"Lapcha",""
"Female","81"
"Male","66"
"Limbu",""
"Female","49"
"Male","75"
"Magar",""
"Female","505"
"Male","576"
"Maithili",""
"Female","443"
"Male","1017"
"Majhi",""
"Female","18"
"Male","22"
"Nepali",""
"Female","26095"
"Male","25614"
"Newar",""
"Female","10735"
"Male","10320"
"Not Reported",""
"Female","12"
"Male","22"
"Others",""
"Female","62"
"Male","78"
"Rai",""
"Female","148"
"Male","145"
"Rajbanshi",""
"Female","14"
"Male","24"
"Rajsthani",""
"Female","14"
"Male","18"
"Sherpa",""
"Female","22"
"Male","21"
"Sunuwar",""
"Female","17"
"Male","12"
"Tamang",""
"Female","3226"
"Male","3376"
"Thami",""
"Female","9"
"Male","9"
"Tharu",""
"Female","178"
"Male","238"
"Urdu",""
"Female","47"
"Male","130"
