"Population by Single Year of Age","Number"
"0",""
"Female","214"
"Male","236"
"1",""
"Female","218"
"Male","213"
"10",""
"Female","383"
"Male","334"
"11",""
"Female","271"
"Male","230"
"12",""
"Female","392"
"Male","362"
"13",""
"Female","252"
"Male","258"
"14",""
"Female","313"
"Male","325"
"15",""
"Female","244"
"Male","230"
"16",""
"Female","271"
"Male","293"
"17",""
"Female","199"
"Male","191"
"18",""
"Female","297"
"Male","253"
"19",""
"Female","164"
"Male","161"
"2",""
"Female","272"
"Male","288"
"20",""
"Female","191"
"Male","161"
"21",""
"Female","185"
"Male","155"
"22",""
"Female","225"
"Male","192"
"23",""
"Female","175"
"Male","149"
"24",""
"Female","145"
"Male","156"
"25",""
"Female","192"
"Male","179"
"26",""
"Female","188"
"Male","118"
"27",""
"Female","134"
"Male","121"
"28",""
"Female","183"
"Male","166"
"29",""
"Female","98"
"Male","68"
"3",""
"Female","264"
"Male","246"
"30",""
"Female","196"
"Male","154"
"31",""
"Female","70"
"Male","58"
"32",""
"Female","132"
"Male","137"
"33",""
"Female","70"
"Male","86"
"34",""
"Female","69"
"Male","64"
"35",""
"Female","211"
"Male","164"
"36",""
"Female","99"
"Male","90"
"37",""
"Female","58"
"Male","57"
"38",""
"Female","95"
"Male","92"
"39",""
"Female","47"
"Male","40"
"4",""
"Female","274"
"Male","323"
"40",""
"Female","222"
"Male","188"
"41",""
"Female","47"
"Male","39"
"42",""
"Female","76"
"Male","78"
"43",""
"Female","42"
"Male","62"
"44",""
"Female","44"
"Male","52"
"45",""
"Female","146"
"Male","125"
"46",""
"Female","63"
"Male","49"
"47",""
"Female","30"
"Male","44"
"48",""
"Female","83"
"Male","72"
"49",""
"Female","33"
"Male","35"
"5",""
"Female","285"
"Male","313"
"50",""
"Female","155"
"Male","151"
"51",""
"Female","17"
"Male","34"
"52",""
"Female","59"
"Male","66"
"53",""
"Female","22"
"Male","38"
"54",""
"Female","22"
"Male","37"
"55",""
"Female","102"
"Male","101"
"56",""
"Female","31"
"Male","56"
"57",""
"Female","32"
"Male","37"
"58",""
"Female","50"
"Male","55"
"59",""
"Female","23"
"Male","31"
"6",""
"Female","323"
"Male","283"
"60",""
"Female","143"
"Male","117"
"61",""
"Female","35"
"Male","40"
"62",""
"Female","49"
"Male","37"
"63",""
"Female","21"
"Male","17"
"64",""
"Female","23"
"Male","33"
"65",""
"Female","100"
"Male","83"
"66",""
"Female","28"
"Male","34"
"67",""
"Female","20"
"Male","25"
"68",""
"Female","23"
"Male","36"
"69",""
"Female","10"
"Male","9"
"7",""
"Female","281"
"Male","268"
"70",""
"Female","66"
"Male","39"
"71",""
"Female","7"
"Male","9"
"72",""
"Female","26"
"Male","26"
"73",""
"Female","12"
"Male","11"
"74",""
"Female","2"
"Male","3"
"75",""
"Female","38"
"Male","26"
"76",""
"Female","6"
"Male","4"
"77",""
"Female","4"
"Male","6"
"78",""
"Female","8"
"Male","20"
"79",""
"Female","0"
"Male","6"
"8",""
"Female","321"
"Male","300"
"80",""
"Female","17"
"Male","18"
"81",""
"Female","1"
"Male","2"
"82",""
"Female","3"
"Male","11"
"83",""
"Female","1"
"Male","1"
"84",""
"Female","3"
"Male","3"
"85",""
"Female","13"
"Male","14"
"9",""
"Female","261"
"Male","252"
