"Population by Educational Attainment","Number"
"Beginners",""
"Female","155"
"Male","193"
"","348"
"Graduate and Equivalent",""
"Female","9"
"Male","33"
"","42"
"Intermediate and Equivalent",""
"Female","23"
"Male","101"
"","124"
"Level not Stated",""
"Female","2"
"Male","3"
"","5"
"Lower Secondary (Class 6-8)",""
"Female","310"
"Male","562"
"","872"
"Non Formal Education",""
"Female","112"
"Male","121"
"","233"
"Others",""
"Female","3"
"Male","4"
"","7"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","4"
"","4"
"Primary Education (1-5 Class)",""
"Female","951"
"Male","1122"
"","2073"
"Secondary Level (Class 9-10)",""
"Female","83"
"Male","204"
"","287"
"SLC and Equivalent",""
"Female","94"
"Male","308"
"","402"
