"Population by Educational Attainment","Number"
"Beginners",""
"Female","114"
"Male","160"
"","274"
"Graduate and Equivalent",""
"Female","57"
"Male","202"
"","259"
"Intermediate and Equivalent",""
"Female","174"
"Male","471"
"","645"
"Level not Stated",""
"Female","154"
"Male","197"
"","351"
"Lower Secondary (Class 6-8)",""
"Female","972"
"Male","1896"
"","2868"
"Non Formal Education",""
"Female","54"
"Male","105"
"","159"
"Others",""
"Female","55"
"Male","47"
"","102"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","31"
"","34"
"Primary Education (1-5 Class)",""
"Female","3152"
"Male","4160"
"","7312"
"Secondary Level (Class 9-10)",""
"Female","361"
"Male","975"
"","1336"
"SLC and Equivalent",""
"Female","264"
"Male","759"
"","1023"
