"Population by Educational Attainment","Number"
"Beginners",""
"Female","174"
"Male","196"
"","370"
"Graduate and Equivalent",""
"Female","61"
"Male","116"
"","177"
"Intermediate and Equivalent",""
"Female","249"
"Male","330"
"","579"
"Level not Stated",""
"Female","13"
"Male","19"
"","32"
"Lower Secondary (Class 6-8)",""
"Female","993"
"Male","1235"
"","2228"
"Non Formal Education",""
"Female","157"
"Male","103"
"","260"
"Others",""
"Female","1"
"Male","11"
"","12"
"Post Graduate Equivalent and Above",""
"Female","9"
"Male","51"
"","60"
"Primary Education (1-5 Class)",""
"Female","1886"
"Male","2034"
"","3920"
"Secondary Level (Class 9-10)",""
"Female","511"
"Male","693"
"","1204"
"SLC and Equivalent",""
"Female","415"
"Male","548"
"","963"
