"Population by Educational Attainment","Number"
"Beginners",""
"Female","225"
"Male","234"
"","459"
"Graduate and Equivalent",""
"Female","13"
"Male","113"
"","126"
"Intermediate and Equivalent",""
"Female","108"
"Male","287"
"","395"
"Level not Stated",""
"Female","12"
"Male","21"
"","33"
"Lower Secondary (Class 6-8)",""
"Female","867"
"Male","1555"
"","2422"
"Non Formal Education",""
"Female","54"
"Male","77"
"","131"
"Others",""
"Female","7"
"Male","4"
"","11"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","19"
"","23"
"Primary Education (1-5 Class)",""
"Female","2334"
"Male","3386"
"","5720"
"Secondary Level (Class 9-10)",""
"Female","361"
"Male","800"
"","1161"
"SLC and Equivalent",""
"Female","329"
"Male","780"
"","1109"
