"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","60"
"Male","59"
"Bangali",""
"Female","14"
"Male","10"
"Baraee",""
"Female","547"
"Male","628"
"Brahman - Hill",""
"Female","264"
"Male","275"
"Brahman - Tarai",""
"Female","166"
"Male","184"
"Chamar/ Harijan/ Ram",""
"Female","1527"
"Male","1673"
"Chhetri",""
"Female","130"
"Male","125"
"Dhandi",""
"Female","77"
"Male","91"
"Dhankar/ Dharikar",""
"Female","38"
"Male","39"
"Dhobi",""
"Female","834"
"Male","873"
"Dusadh/ Pasawan/ Pasi",""
"Female","716"
"Male","751"
"Foreigner",""
"Female","13"
"Male","7"
"Gaderi/Bhedihar",""
"Female","216"
"Male","239"
"Hajam/Thakur",""
"Female","369"
"Male","348"
"Halwai",""
"Female","74"
"Male","91"
"Kahar",""
"Female","778"
"Male","876"
"Kalwar",""
"Female","181"
"Male","205"
"Kami",""
"Female","31"
"Male","31"
"Kathabaniyan",""
"Female","210"
"Male","248"
"Kayastha",""
"Female","71"
"Male","69"
"Kewat",""
"Female","1562"
"Male","1733"
"Koiri/Kushwaha",""
"Female","1038"
"Male","1105"
"Kumal",""
"Female","5"
"Male","12"
"Kurmi",""
"Female","1711"
"Male","1808"
"Lodh",""
"Female","85"
"Male","90"
"Lohar",""
"Female","304"
"Male","347"
"Magar",""
"Female","45"
"Male","62"
"Majhi",""
"Female","15"
"Male","15"
"Mali",""
"Female","8"
"Male","6"
"Mallaha",""
"Female","444"
"Male","444"
"Marwadi",""
"Female","202"
"Male","204"
"Musalman",""
"Female","1564"
"Male","1541"
"Newar",""
"Female","180"
"Male","166"
"Others",""
"Female","41"
"Male","20"
"Rajbhar",""
"Female","37"
"Male","45"
"Rajput",""
"Female","67"
"Male","70"
"Sanyasi/Dasnami",""
"Female","61"
"Male","71"
"Satar/ Santhal",""
"Female","5"
"Male","11"
"Sherpa",""
"Female","16"
"Male","24"
"Tamang",""
"Female","13"
"Male","14"
"Teli",""
"Female","352"
"Male","394"
"Terai Others",""
"Female","193"
"Male","210"
"Tharu",""
"Female","892"
"Male","939"
"Undefined Others",""
"Female","4"
"Male","7"
"Yadav",""
"Female","3558"
"Male","3848"
"Yakkha",""
"Female","19"
"Male","31"
