"Population by disability type","Number"
"Blind/low vision",""
"Female","10"
"Male","14"
"","24"
"Deaf/hard of hearing",""
"Female","11"
"Male","28"
"","39"
"Deaf-Blind",""
"Female","2"
"Male","2"
"","4"
"Intellectual disable",""
"Female","3"
"Male","7"
"","10"
"Mental disable",""
"Female","4"
"Male","0"
"","4"
"Multiple disable",""
"Female","7"
"Male","21"
"","28"
"No disability",""
"Female","3367"
"Male","3579"
"","6946"
"Physical",""
"Female","14"
"Male","26"
"","40"
"Speech problem",""
"Female","28"
"Male","20"
"","48"
