"Population by Mother tongue","Number"
"Ghale",""
"Female","38"
"Male","32"
"","70"
"Gurung",""
"Female","26"
"Male","27"
"","53"
"Hyolmo/Yholmo",""
"Female","37"
"Male","35"
"","72"
"Magar",""
"Female","29"
"Male","31"
"","60"
"Maithili",""
"Female","12"
"Male","33"
"","45"
"Nepali",""
"Female","307"
"Male","439"
"","746"
"Newar",""
"Female","85"
"Male","108"
"","193"
"Not Reported",""
"Female","5"
"Male","6"
"","11"
"Others",""
"Female","20"
"Male","27"
"","47"
"Sherpa",""
"Female","130"
"Male","120"
"","250"
"Sign Language",""
"Female","4"
"Male","7"
"","11"
"Tamang",""
"Female","2397"
"Male","2478"
"","4875"
"Tibetan",""
"Female","356"
"Male","354"
"","710"
