"Population by Caste Ethinicity","Number"
"Baraee",""
"Female","69"
"Male","74"
"","143"
"Brahman - Hill",""
"Female","264"
"Male","279"
"","543"
"Brahman - Tarai",""
"Female","1813"
"Male","2078"
"","3891"
"Chamar/ Harijan/ Ram",""
"Female","1008"
"Male","1099"
"","2107"
"Chhetri",""
"Female","18"
"Male","20"
"","38"
"Dhanuk",""
"Female","662"
"Male","766"
"","1428"
"Dhobi",""
"Female","542"
"Male","620"
"","1162"
"Dhunia",""
"Female","107"
"Male","97"
"","204"
"Dom",""
"Female","25"
"Male","28"
"","53"
"Dusadh/ Pasawan/ Pasi",""
"Female","1297"
"Male","1425"
"","2722"
"Hajam/Thakur",""
"Female","350"
"Male","357"
"","707"
"Halwai",""
"Female","13"
"Male","15"
"","28"
"Kahar",""
"Female","34"
"Male","33"
"","67"
"Kalwar",""
"Female","467"
"Male","499"
"","966"
"Kanu",""
"Female","892"
"Male","925"
"","1817"
"Kathabaniyan",""
"Female","539"
"Male","608"
"","1147"
"Kayastha",""
"Female","98"
"Male","98"
"","196"
"Kewat",""
"Female","380"
"Male","408"
"","788"
"Koiri/Kushwaha",""
"Female","1861"
"Male","2104"
"","3965"
"Kumhar",""
"Female","395"
"Male","486"
"","881"
"Kurmi",""
"Female","1117"
"Male","1236"
"","2353"
"Limbu",""
"Female","12"
"Male","7"
"","19"
"Lohar",""
"Female","510"
"Male","516"
"","1026"
"Mali",""
"Female","77"
"Male","94"
"","171"
"Mallaha",""
"Female","2225"
"Male","2462"
"","4687"
"Marwadi",""
"Female","190"
"Male","220"
"","410"
"Musahar",""
"Female","217"
"Male","245"
"","462"
"Musalman",""
"Female","758"
"Male","842"
"","1600"
"Nuniya",""
"Female","414"
"Male","483"
"","897"
"Others",""
"Female","48"
"Male","13"
"","61"
"Rajput",""
"Female","1833"
"Male","1930"
"","3763"
"Sanyasi/Dasnami",""
"Female","235"
"Male","257"
"","492"
"Sonar",""
"Female","167"
"Male","176"
"","343"
"Sudhi",""
"Female","125"
"Male","135"
"","260"
"Tatma/Tatwa",""
"Female","251"
"Male","255"
"","506"
"Teli",""
"Female","726"
"Male","764"
"","1490"
"Terai Others",""
"Female","317"
"Male","320"
"","637"
"Undefined Others",""
"Female","185"
"Male","200"
"","385"
"Yadav",""
"Female","1306"
"Male","1473"
"","2779"
