"Population by Educational Attainment","Number"
"Beginners",""
"Female","136"
"Male","202"
"","338"
"Graduate and Equivalent",""
"Female","134"
"Male","485"
"","619"
"Intermediate and Equivalent",""
"Female","384"
"Male","833"
"","1217"
"Level not Stated",""
"Female","180"
"Male","217"
"","397"
"Lower Secondary (Class 6-8)",""
"Female","1206"
"Male","1991"
"","3197"
"Non Formal Education",""
"Female","75"
"Male","84"
"","159"
"Others",""
"Female","4"
"Male","12"
"","16"
"Post Graduate Equivalent and Above",""
"Female","34"
"Male","133"
"","167"
"Primary Education (1-5 Class)",""
"Female","3057"
"Male","4139"
"","7196"
"Secondary Level (Class 9-10)",""
"Female","582"
"Male","1299"
"","1881"
"SLC and Equivalent",""
"Female","547"
"Male","1184"
"","1731"
