"Population by Educational Attainment","Number"
"Beginners",""
"Female","306"
"Male","331"
"Graduate and Equivalent",""
"Female","67"
"Male","171"
"Intermediate and Equivalent",""
"Female","336"
"Male","430"
"Level not Stated",""
"Female","19"
"Male","25"
"Lower Secondary (Class 6-8)",""
"Female","3341"
"Male","2691"
"Non Formal Education",""
"Female","1003"
"Male","943"
"Others",""
"Female","10"
"Male","18"
"Post Graduate Equivalent and Above",""
"Female","9"
"Male","49"
"Primary Education (1-5 Class)",""
"Female","5660"
"Male","5335"
"Secondary Level (Class 9-10)",""
"Female","948"
"Male","993"
"SLC and Equivalent",""
"Female","827"
"Male","1009"
