"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","175"
"Male","162"
"","337"
"Bangali",""
"Female","206"
"Male","154"
"","360"
"Baraee",""
"Female","945"
"Male","878"
"","1823"
"Brahman - Hill",""
"Female","167"
"Male","162"
"","329"
"Brahman - Tarai",""
"Female","388"
"Male","385"
"","773"
"Chamar/ Harijan/ Ram",""
"Female","2084"
"Male","1786"
"","3870"
"Chamling",""
"Female","12"
"Male","8"
"","20"
"Chhetri",""
"Female","80"
"Male","61"
"","141"
"Damai/Dholi",""
"Female","14"
"Male","10"
"","24"
"Danuwar",""
"Female","39"
"Male","33"
"","72"
"Dhandi",""
"Female","6"
"Male","6"
"","12"
"Dhanuk",""
"Female","2223"
"Male","1973"
"","4196"
"Dhobi",""
"Female","295"
"Male","289"
"","584"
"Dhunia",""
"Female","70"
"Male","55"
"","125"
"Dom",""
"Female","90"
"Male","97"
"","187"
"Dusadh/ Pasawan/ Pasi",""
"Female","1655"
"Male","1578"
"","3233"
"Gaderi/Bhedihar",""
"Female","25"
"Male","31"
"","56"
"Gharti/Bhujel",""
"Female","84"
"Male","64"
"","148"
"Hajam/Thakur",""
"Female","769"
"Male","716"
"","1485"
"Halkhor",""
"Female","76"
"Male","62"
"","138"
"Halwai",""
"Female","718"
"Male","704"
"","1422"
"Hyolmo",""
"Female","9"
"Male","3"
"","12"
"Kalwar",""
"Female","43"
"Male","45"
"","88"
"Kami",""
"Female","163"
"Male","144"
"","307"
"Kathabaniyan",""
"Female","646"
"Male","646"
"","1292"
"Kayastha",""
"Female","220"
"Male","182"
"","402"
"Kewat",""
"Female","1262"
"Male","1073"
"","2335"
"Khatwe",""
"Female","920"
"Male","793"
"","1713"
"Koiri/Kushwaha",""
"Female","931"
"Male","850"
"","1781"
"Kumhar",""
"Female","125"
"Male","100"
"","225"
"Kurmi",""
"Female","568"
"Male","535"
"","1103"
"Lepcha",""
"Female","13"
"Male","14"
"","27"
"Lohar",""
"Female","36"
"Male","34"
"","70"
"Magar",""
"Female","13"
"Male","10"
"","23"
"Majhi",""
"Female","16"
"Male","11"
"","27"
"Mali",""
"Female","95"
"Male","83"
"","178"
"Mallaha",""
"Female","2269"
"Male","2029"
"","4298"
"Marwadi",""
"Female","184"
"Male","175"
"","359"
"Munda",""
"Female","11"
"Male","6"
"","17"
"Musahar",""
"Female","1567"
"Male","1528"
"","3095"
"Musalman",""
"Female","5676"
"Male","4627"
"","10303"
"Newar",""
"Female","92"
"Male","83"
"","175"
"Others",""
"Female","48"
"Male","34"
"","82"
"Punjabi/Sikh",""
"Female","107"
"Male","103"
"","210"
"Rai",""
"Female","19"
"Male","11"
"","30"
"Rajput",""
"Female","69"
"Male","85"
"","154"
"Sarki",""
"Female","22"
"Male","14"
"","36"
"Sonar",""
"Female","352"
"Male","393"
"","745"
"Sudhi",""
"Female","878"
"Male","871"
"","1749"
"Sunuwar",""
"Female","92"
"Male","85"
"","177"
"Tamang",""
"Female","17"
"Male","17"
"","34"
"Tatma/Tatwa",""
"Female","1661"
"Male","1535"
"","3196"
"Teli",""
"Female","810"
"Male","789"
"","1599"
"Terai Others",""
"Female","123"
"Male","127"
"","250"
"Thakuri",""
"Female","13"
"Male","9"
"","22"
"Tharu",""
"Female","14"
"Male","12"
"","26"
"Undefined Others",""
"Female","24"
"Male","17"
"","41"
"Yadav",""
"Female","13596"
"Male","13419"
"","27015"
